Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_001405.1,557.8,208.3,1741.7,568.7,224.9,1602.4,347.2,153.9,927.9,650.1,215.6,1669.7,627.6,187.1,1423.9,348.2,241.1,1301.6,736.3,180.4,1239.6,414.4,190.1,1139.9,310.9,144.0,821.6,484.4259259259258,159.3,1419.8037037037036,517.7444444444444,182.9925925925926,1361.4148148148147,471.50740740740736,175.9481481481482,1159.2888888888888,584.4962962962964,167.61851851851847,1406.1037037037038,572.7777777777778,139.30370370370372,1217.4555555555557,323.62592592592597,185.27037037037042,1155.8666666666666,841.4296296296296,179.33703703703708,1258.2555555555557,436.6814814814815,180.54444444444448,1212.4222222222224,444.91481481481475,185.27037037037042,990.2518518518516
NP_001310548.1,938.7,1444.4,3743.6,940.0,1374.6,3565.9,718.1,724.9,1961.8,940.8,1390.1,3532.6,1067.2,1105.3,2921.4,1252.6,1556.3,3763.3,807.1,922.5,2327.9,883.4,947.5,2477.6,715.4,684.9,1900.9,868.2592592592592,1185.9037037037035,3132.214814814815,907.5444444444445,1189.9703703703703,3069.1111111111118,1025.6555555555556,948.9037037037037,2474.044444444444,870.1962962962963,1155.8666666666666,3009.0111111111114,1031.0222222222221,988.3962962962962,2526.3629629629636,1217.4555555555557,1258.2555555555557,3182.481481481482,941.0407407407406,985.937037037037,2353.7185185185185,1013.0740740740744,954.837037037037,2530.4740740740735,1057.2666666666669,914.6925925925927,2190.3111111111116
NP_001193943.1,3521.5,10764.6,7894.9,2909.7,9741.0,7081.3,1403.8,4482.3,3453.4,3235.7,9985.5,7024.2,2304.0,7476.7,5481.0,2376.5,8119.0,5875.1,2037.0,6662.8,4737.8,2459.5,8534.9,6256.8,1555.5,5777.5,4461.9,3492.251851851852,8152.718518518522,6300.255555555555,2967.774074074074,7716.914814814814,5752.196296296297,2140.140740740741,5955.04074074074,4321.437037037038,3190.8111111111116,7716.914814814814,5617.122222222223,2378.9148148148142,6727.840740740741,4624.570370370372,2361.211111111111,6399.759259259259,4899.062962962963,2540.322222222222,6975.029629629629,4764.711111111111,2981.2814814814824,8630.488888888889,6126.851851851852,2378.9148148148142,7829.670370370371,5142.096296296297
NP_001351228.1,3020.1,2686.1,4562.8,2774.0,2677.5,4463.1,1736.8,1601.5,3024.1,2929.4,2573.3,4646.5,2637.5,2731.4,4790.5,2878.3,3036.6,4746.0,2052.5,2073.8,3951.8,2376.7,2961.6,4775.8,2102.9,2109.1,4629.4,2919.5333333333338,2187.3518518518517,3792.681481481482,2788.051851851851,2278.3259259259257,3809.703703703703,2681.525925925926,2113.0444444444447,3767.8148148148143,2856.9111111111106,2072.014814814815,3918.7370370370368,2725.9481481481484,2365.2407407407404,4043.244444444444,2900.081481481481,2426.003703703704,4024.5444444444443,2553.5,2220.233333333333,3883.0444444444443,2827.548148148147,2932.296296296296,4780.670370370371,3341.3037037037034,2845.6333333333337,5276.499999999999
NP_001308498.1,1140.3,975.1,1291.7,1121.1,886.4,1131.9,672.0,639.7,1073.1,1187.8,998.5,1418.7,1296.0,962.0,1511.3,1046.6,967.8,1087.4,945.4,800.4,1336.8,1343.2,1066.8,1458.5,1160.0,883.2,2034.8,1048.5962962962965,784.3740740740743,1105.2148148148149,1091.0888888888887,746.0629629629628,1027.7962962962965,951.0259259259261,806.2111111111111,1324.1666666666663,1110.7074074074073,808.2814814814818,1212.4222222222224,1290.3629629629634,828.6666666666666,1277.8370370370374,992.4851851851853,750.333333333333,976.9777777777776,1118.5148148148148,845.1481481481482,1347.8481481481479,1612.314814814815,1071.822222222222,1499.6518518518517,1754.5444444444443,1169.2222222222222,2341.5037037037036
XP_024304079.1,3597.2,5606.9,2373.5,3481.2,5368.7,2412.6,1792.4,2900.2,1496.3,3515.7,5442.1,2343.8,2675.7,4195.7,2033.9,3265.9,5154.8,2288.3,1910.9,3051.1,1525.5,2186.6,3431.0,1557.9,1537.9,2515.0,1413.5,3573.3740740740736,4333.45925925926,2024.0555555555559,3557.9851851851854,4345.700000000001,2084.525925925926,2798.8111111111116,3940.133333333333,1855.159259259259,3445.177777777778,4262.711111111112,2027.9185185185183,2788.051851851851,3733.8148148148152,1734.5629629629634,3269.822222222222,3966.951851851852,1967.2037037037042,2350.4666666666667,3223.862962962963,1548.4037037037037,2553.5,3455.248148148148,1612.314814814815,2357.6000000000004,3476.8407407407417,1693.5296296296292
NP_004209.2,3792.2,2708.5,2993.6,3602.5,2417.7,3046.3,1902.8,1440.2,1834.0,3452.4,2770.2,3104.1,2729.9,1952.4,2714.6,3956.9,2619.6,2630.7,2556.9,1944.9,2862.5,2807.3,2020.6,2445.3,2030.2,1487.5,1808.0,3774.566666666666,2194.5592592592593,2549.7592592592596,3700.4037037037033,2015.9481481481478,2664.025925925925,2995.977777777778,1888.311111111111,2258.1592592592597,3373.655555555556,2245.3333333333335,2664.025925925925,2839.5481481481484,1734.5629629629634,2312.062962962963,3994.748148148148,2117.0185185185182,2249.8037037037034,3245.4518518518516,2076.3814814814814,2820.125925925925,3552.0148148148146,2006.5740740740741,2498.2481481481477,3196.9333333333325,2027.9185185185183,2067.685185185185
XP_016880484.1,342.4,5891.6,3703.8,326.8,5472.4,3860.0,151.2,3163.3,2389.7,348.9,5655.7,3632.9,251.1,4537.6,3296.0,272.3,5156.4,4378.8,194.2,3593.1,2440.9,196.5,3716.1,2672.5,120.3,2585.6,2227.6,306.1592592592594,4503.414814814814,3115.125925925926,303.9444444444445,4425.392592592592,3277.0777777777785,203.9148148148148,4345.700000000001,2947.085185185185,306.1592592592594,4389.514814814814,3110.418518518519,240.4814814814815,4033.140740740741,2820.125925925925,253.611111111111,3974.518518518518,3700.4037037037033,220.8037037037037,3860.4777777777786,2438.640740740741,217.80740740740745,3767.8148148148143,2747.514814814815,173.24814814814815,3588.670370370371,2585.9888888888895
NP_004584.1,2544.5,5037.8,3482.0,2299.0,5050.6,3471.4,1428.9,3144.5,1968.2,2441.1,4841.6,3455.4,2063.7,4382.7,2824.2,2336.0,4957.8,3060.8,1704.0,3586.5,2383.3,1798.4,3686.4,2251.8,1286.7,2920.5,1777.8,2454.6703703703706,3940.133333333333,2936.840740740741,2300.0074074074078,4136.055555555557,2947.085185185185,2187.3518518518517,4321.437037037038,2493.577777777778,2346.037037037037,3809.703703703703,2967.774074074074,2113.0444444444447,3860.4777777777786,2420.151851851852,2300.0074074074078,3801.0370370370365,2580.962962962963,2113.0444444444447,3849.1888888888893,2399.0444444444447,2121.4111111111106,3733.8148148148152,2283.277777777778,1951.2148148148146,4053.159259259259,2043.7
NP_001075.1,1092.4,3762.2,3239.0,1117.4,4142.9,3417.8,675.3,2663.5,2529.8,1210.6,4445.4,3755.7,1100.5,4385.7,3944.9,1152.3,5530.3,4217.5,750.8,2892.5,2535.0,867.3,2835.5,2347.5,484.0,1672.1,1598.7,1015.6333333333333,3001.3555555555563,2733.1,1084.8555555555556,3341.3037037037034,2911.9296296296293,957.3555555555556,3607.144444444444,3132.214814814815,1123.2037037037037,3445.177777777778,3204.5666666666657,1089.0888888888892,3873.925925925926,3341.3037037037034,1118.5148148148148,4250.488888888889,3542.822222222222,864.8222222222221,3029.259259259259,2540.322222222222,978.337037037037,2839.5481481481484,2399.0444444444447,699.0592592592593,2271.2370370370368,1901.1962962962962
NP_065801.1,1830.6,1871.1,198.8,1868.7,1849.7,179.9,1825.7,1621.3,222.3,2033.1,1964.5,172.1,2985.9,2524.1,350.4,2766.7,2624.6,266.8,1894.0,1594.9,181.8,2003.5,1635.9,141.7,1581.6,1291.9,147.6,1712.6999999999998,1538.8518518518522,186.7962962962963,1851.4407407407407,1595.2518518518516,179.33703703703708,2850.818518518518,2129.7259259259263,292.62222222222215,1936.133333333333,1615.3592592592593,174.6962962962963,3146.3740740740727,2212.151851851852,325.91851851851834,2733.1,2121.4111111111106,269.4370370370371,2328.5962962962963,1725.4851851851852,200.30740740740745,2346.037037037037,1661.774074074074,173.24814814814815,2420.151851851852,1750.8259259259264,196.5185185185186
NP_219482.1,3492.2,1019.9,3067.3,3138.4,905.4,2816.8,1919.9,662.0,1768.0,3639.8,1104.8,2855.5,2832.3,933.5,2647.6,3684.7,1103.7,3182.2,2500.5,875.5,2261.9,2733.0,941.3,2335.9,1794.0,630.3,1821.9,3445.177777777778,826.811111111111,2607.9703703703703,3251.65925925926,762.4851851851852,2420.151851851852,3023.155555555556,830.1888888888888,2173.592592592592,3573.3740740740736,893.3888888888891,2463.796296296296,2932.296296296296,792.9407407407408,2254.4148148148147,3733.8148148148152,884.3074074074073,2715.640740740741,3162.944444444445,930.9185185185185,2291.4592592592594,3422.9740740740735,948.9037037037037,2369.5185185185187,2809.948148148148,830.1888888888888,2091.818518518518
XP_005246247.1,308.6,1382.6,3098.5,308.5,1314.9,3014.0,277.8,1314.2,2636.9,303.8,1355.1,3204.9,389.0,1770.2,3747.1,388.2,1815.0,3751.3,301.9,1329.7,2833.1,266.1,1151.6,2592.4,266.4,1143.6,2374.5,276.5777777777778,1133.337037037037,2641.9,291.4185185185185,1120.8185185185184,2620.144444444444,364.4925925925926,1737.8074074074077,3251.65925925926,274.8370370370371,1125.9444444444446,2759.0555555555557,350.5037037037037,1595.2518518518516,3115.125925925926,355.0,1461.5962962962963,3153.811111111112,318.1814814814814,1440.5481481481484,2788.051851851851,282.7111111111111,1155.8666666666666,2693.5000000000005,370.6370370370371,1548.4037037037037,2778.9555555555553
NP_001350626.1,3249.6,3221.5,9479.8,3300.4,3243.7,8861.8,1968.3,1822.0,5590.7,3678.0,3426.2,9571.2,2938.1,2771.9,8475.5,3416.9,3456.9,13169.5,2727.0,2430.4,7058.5,2704.8,2655.4,7422.1,1896.9,1821.0,6307.8,3162.944444444445,2580.962962962963,7749.448148148147,3382.3444444444435,2688.4481481481484,7298.955555555555,3074.5925925925926,2449.159259259259,6828.755555555555,3588.670370370371,2725.9481481481484,7792.162962962964,3094.007407407407,2410.0962962962967,6887.244444444445,3436.7296296296295,2759.0555555555557,10215.574074074077,3414.833333333334,2580.962962962963,6727.840740740741,3373.655555555556,2624.8518518518517,7117.7148148148135,2973.6666666666665,2449.159259259259,7117.7148148148135
NP_001186731.1,11223.2,13206.0,17263.1,11239.4,12216.7,15871.2,6667.3,7299.8,9523.2,10950.5,12444.1,15616.1,9967.7,11243.5,14668.5,13388.7,14019.0,17214.7,7849.4,9041.8,11699.0,7958.6,9484.1,11816.2,6722.5,7124.7,9306.1,11039.025925925926,9801.611111111111,14493.781481481481,11576.91851851852,9613.000000000002,14201.18888888889,11657.937037037036,9700.348148148149,12260.040740740738,10966.796296296292,9388.925925925927,13344.218518518519,11265.237037037035,9930.762962962963,12425.448148148149,13698.807407407407,10642.818518518518,14617.03333333333,10316.196296296299,9517.525925925926,11967.618518518519,10215.574074074077,9562.325925925925,12579.114814814817,10848.059259259258,9613.000000000002,10504.27037037037
NP_006387.1,520.8,68.5,1848.1,493.1,61.3,1868.6,365.4,50.0,1098.2,499.3,60.2,1798.7,470.6,64.9,1571.3,500.3,57.0,2236.0,390.1,58.1,1285.2,337.1,56.3,1523.6,314.3,44.4,1115.5,447.6666666666668,49.555555555555564,1538.8518518518522,444.91481481481475,48.525925925925925,1615.3592592592593,494.6444444444445,46.50000000000001,1356.2444444444443,437.6666666666666,45.63703703703704,1505.066666666667,431.0444444444446,41.840740740740735,1320.8444444444447,458.6333333333333,43.44814814814816,1913.9000000000003,435.3888888888888,46.50000000000001,1309.414814814815,355.9370370370371,46.50000000000001,1567.4666666666662,453.9555555555556,46.50000000000001,1347.8481481481479
NP_001230175.1,458.7,2020.6,2114.1,429.6,1875.7,2030.6,289.2,1270.1,1432.9,455.7,2044.2,2032.2,433.5,1737.7,2108.2,464.1,2006.7,1928.5,352.2,1579.9,1812.5,396.6,1711.9,1733.9,323.0,1199.1,1446.4,389.2666666666667,1634.3222222222223,1778.8925925925926,388.2518518518518,1605.7592592592594,1741.6814814814818,376.6333333333333,1693.5296296296292,1778.8925925925926,400.09259259259255,1658.7962962962965,1748.0370370370367,392.0962962962964,1552.3814814814814,1806.551851851852,415.74814814814823,1615.3592592592593,1648.7296296296297,383.9185185185185,1709.6074074074074,1814.9962962962964,415.74814814814823,1734.5629629629634,1806.551851851852,462.962962962963,1615.3592592592593,1716.0185185185185
NP_057175.1,1010.1,659.3,132.0,1137.7,626.7,110.5,711.2,535.2,102.0,1166.7,619.4,108.3,1348.0,768.1,152.3,751.0,558.0,97.1,1210.1,684.9,130.2,951.0,511.5,93.3,623.8,446.3,90.2,930.9185185185185,539.6481481481482,133.43703703703704,1107.8185185185184,539.6481481481482,115.72962962962964,1013.0740740740744,674.9925925925927,137.2296296296296,1089.0888888888892,514.2592592592592,117.04814814814814,1363.2666666666667,671.1037037037038,147.15925925925927,671.1037037037038,440.5629629629629,109.69999999999999,1470.5703703703707,707.0074074074074,154.24814814814815,1084.8555555555556,505.6407407407408,117.92592592592594,907.5444444444445,579.0962962962963,126.91481481481479
NP_001182484.1,3717.3,1036.9,850.1,3402.9,928.5,791.5,1976.9,687.5,467.0,3331.0,1042.4,815.4,2654.1,814.7,631.6,2994.1,961.8,734.7,2445.7,791.5,576.2,2488.4,831.7,581.7,1767.5,596.7,426.0,3719.125925925926,850.8888888888888,762.4851851851852,3471.4407407407407,787.4370370370367,743.9407407407407,3086.1999999999994,878.3111111111112,598.0296296296295,3284.8629629629627,843.5481481481482,758.5037037037038,2739.2740740740733,699.0592592592593,574.1555555555556,3069.1111111111118,748.3,699.0592592592593,3062.2185185185185,830.1888888888888,628.5555555555557,3016.9481481481484,799.0703703703701,650.7444444444445,2788.051851851851,764.9037037037035,552.2407407407409
NP_055181.3,2045.0,208.6,2243.3,2146.7,182.8,2197.9,1484.5,197.7,1883.2,2151.3,212.1,2183.9,2435.7,282.5,2772.1,2681.4,236.5,2529.0,1722.7,219.8,2050.5,2008.1,187.4,1967.7,1505.7,189.4,1957.5,1948.1740740740743,161.6814814814815,1878.9259259259259,2149.988888888889,147.15925925925927,1908.5777777777776,2275.2592592592596,233.9925925925926,2337.5851851851853,2048.5444444444443,165.4925925925926,1885.6296296296296,2513.707407407407,235.86296296296302,2373.6111111111113,2580.962962962963,176.91851851851857,2169.4407407407407,2133.2074074074076,220.8037037037037,2072.014814814815,2361.211111111111,178.0407407407407,2015.9481481481478,2283.277777777778,245.63333333333333,2249.8037037037034
XP_011512129.1,674.1,1892.8,311.0,580.0,1723.7,280.0,199.2,843.9,172.9,619.4,1839.8,264.6,436.3,1400.1,253.0,438.3,1649.4,189.5,354.6,1118.2,244.0,285.6,1138.0,167.0,158.8,687.2,167.6,601.2703703703703,1552.3814814814814,291.4185185185185,527.6074074074075,1490.7444444444448,277.71481481481476,264.0333333333333,1110.7074074074073,216.63703703703703,550.6148148148148,1532.0259259259258,253.611111111111,396.0962962962963,1264.2185185185185,228.98888888888894,394.68148148148146,1350.0185185185187,189.1962962962963,388.2518518518518,1180.7185185185185,273.30370370370366,306.1592592592594,1133.337037037037,201.5333333333334,216.63703703703703,920.274074074074,220.8037037037037
NP_055362.1,1143.4,57.7,255.7,1116.6,45.4,211.9,793.7,38.8,180.5,1078.0,45.5,208.3,1047.5,52.8,259.5,1109.9,52.4,172.9,1041.7,54.3,239.4,969.3,44.0,158.8,982.6,51.8,227.7,1057.2666666666669,41.840740740740735,233.9925925925926,1080.9407407407407,35.1962962962963,213.05925925925928,1159.2888888888888,38.68518518518518,226.0962962962963,994.6444444444444,33.68518518518518,203.9148148148148,996.6814814814816,37.56296296296297,233.9925925925926,1060.4074074074076,38.68518518518518,178.0407407407407,1245.1074074074072,45.63703703703704,266.7592592592593,1099.9851851851852,37.56296296296297,187.8148148148148,1485.9370370370368,54.37777777777777,292.62222222222215
NP_002201.2,657.8,787.4,1431.9,630.2,770.6,1350.8,425.9,501.1,927.3,603.2,773.4,1334.8,588.8,675.8,1274.9,591.9,726.0,1282.4,522.9,638.8,1100.1,556.2,761.9,1253.6,611.8,691.5,1154.6,587.7370370370371,637.7518518518517,1215.462962962963,587.7370370370371,644.2962962962962,1176.088888888889,574.1555555555556,639.3296296296298,1155.8666666666666,527.6074074074075,631.9333333333333,1151.0037037037036,536.3555555555556,582.3777777777776,1076.3407407407408,522.137037037037,586.1148148148147,1137.5185185185185,591.4666666666666,661.3111111111111,1123.2037037037037,591.4666666666666,738.3444444444444,1299.185185185185,882.5888888888886,928.5703703703703,1408.0259259259258
NP_061819.2,5307.2,4905.0,355.4,4784.5,3928.9,302.3,2769.6,1547.3,294.0,5001.2,4717.0,286.6,4312.6,3172.8,370.2,4598.0,3357.8,255.5,4158.6,3071.4,408.6,4556.9,3314.0,308.2,3581.1,2016.9,431.3,5164.581481481481,3760.344444444444,334.5777777777778,4941.588888888889,3231.4037037037033,296.6962962962963,4585.566666666668,2024.0555555555559,401.562962962963,4997.962962962963,3675.029629629629,278.6962962962963,4838.04074074074,2788.051851851851,345.285185185185,4710.185185185185,2635.244444444444,265.31851851851854,5617.122222222223,3245.4518518518516,462.962962962963,5921.011111111112,3315.603703703703,359.4,6043.092592592592,2693.5000000000005,564.5592592592592
NP_001304106.1,9603.3,13602.1,2916.6,8813.1,12389.0,2759.9,4074.6,5518.3,1414.8,9227.5,12775.5,2735.6,7086.0,9843.8,2334.7,7768.9,12001.6,2787.7,6366.6,8092.8,1744.1,7355.9,9828.0,2135.2,5035.3,6845.5,1639.7,9700.348148148149,10180.355555555554,2493.577777777778,9517.525925925926,9840.333333333334,2369.5185185185187,7197.34074074074,7463.892592592593,1754.5444444444443,9388.925925925927,9700.348148148149,2333.4777777777776,8107.470370370372,8730.748148148148,2015.9481481481478,7996.2444444444445,9517.525925925926,2350.4666666666667,8373.292592592592,8324.577777777777,1748.0370370370367,9121.325925925927,9700.348148148149,2178.948148148148,8292.674074074072,9173.718518518519,1936.133333333333
XP_016875215.1,3602.4,2084.1,3085.4,3526.1,2071.7,3108.1,2060.9,1239.7,1928.5,3709.1,2167.7,3080.1,3353.2,1991.8,3048.1,3749.6,2313.5,3439.3,2732.8,1572.8,2410.9,2763.0,1628.3,2469.4,1978.3,1168.6,1893.2,3582.722222222222,1671.2111111111114,2620.144444444444,3614.181481481481,1729.1814814814818,2705.1296296296296,3299.233333333333,1651.874074074074,2420.151851851852,3614.181481481481,1754.5444444444443,2654.703703703703,3542.822222222222,1764.97037037037,2607.9703703703703,3792.681481481482,1855.159259259259,2904.496296296296,3428.974074074074,1683.0740740740735,2426.003703703704,3505.4370370370366,1648.7296296296297,2520.774074074074,3138.9888888888895,1573.1370370370369,2183.3333333333335
NP_112233.2,2470.5,1581.4,891.7,2272.7,1413.6,831.0,1814.1,1228.6,700.7,2460.6,1375.6,857.5,2507.7,1514.8,966.1,2373.9,1298.2,817.9,2204.8,1343.7,858.2,2546.2,1406.5,861.2,2472.4,1739.2,1021.7,2365.2407407407404,1329.788888888889,796.7444444444445,2271.2370370370368,1234.3814814814814,782.4518518518519,2832.1629629629633,1634.3222222222223,874.4148148148146,2385.885185185185,1148.451851851852,794.511111111111,2607.9703703703703,1363.2666666666667,855.2592592592592,2350.4666666666667,1055.2814814814815,775.6222222222221,2739.2740740740733,1449.062962962963,902.5925925925927,3110.418518518519,1434.8037037037036,923.6185185185187,4106.655555555555,2353.7185185185185,1212.4222222222224
NP_006494.1,861.6,1292.7,897.7,780.5,1390.4,850.3,665.0,890.1,594.0,783.5,1506.1,911.3,882.1,1277.1,909.7,677.1,1341.7,865.7,803.6,1164.8,755.2,689.1,1222.7,765.6,767.0,879.1,636.5,802.9740740740739,1045.0666666666668,800.7333333333333,748.3,1208.7814814814815,804.0518518518517,942.6740740740742,1187.2666666666669,769.3185185185185,697.3518518518517,1269.6074074074074,845.1481481481482,837.7851851851855,1151.0037037037036,813.3740740740742,606.5703703703704,1082.7407407407409,815.6740740740739,930.9185185185185,1238.5148148148148,804.0518518518517,750.333333333333,1236.588888888889,846.8962962962961,1155.8666666666666,1161.8481481481479,806.2111111111111
NP_009096.2,3490.8,4650.8,878.8,3192.5,4093.0,861.7,1658.6,1778.5,432.2,3082.6,4124.1,938.6,2482.2,2798.0,613.5,2698.2,3432.4,839.4,1949.8,2231.2,520.6,1917.0,2257.7,567.9,1412.9,1261.5,321.4,3436.7296296296295,3542.822222222222,779.3703703703702,3277.0777777777785,3291.48888888889,813.3740740740742,2540.322222222222,2385.885185185185,565.837037037037,3036.744444444444,3277.0777777777785,862.4333333333334,2567.681481481481,2440.814814814815,550.6148148148148,2613.0333333333333,2725.9481481481484,791.5444444444446,2394.5333333333333,2403.4444444444443,571.1037037037038,2275.2592592592596,2262.2296296296295,634.1555555555555,2183.3333333333335,1712.6999999999998,423.1777777777777
NP_006392.1,4160.4,3605.4,1094.4,4556.1,3768.8,1102.4,2220.1,1909.5,663.8,4955.3,4134.4,1101.7,3835.6,3253.6,916.0,2566.2,2503.6,1032.8,3395.6,2846.0,773.4,2888.3,2635.3,822.0,1958.2,1783.0,641.4,4062.744444444444,2839.5481481481484,970.051851851852,4597.337037037036,3115.125925925926,1009.8851851851853,3566.025925925926,2596.0296296296297,843.5481481481482,4899.062962962963,3284.8629629629627,1000.7592592592592,4155.566666666667,2919.5333333333338,818.1962962962963,2484.2370370370363,2038.911111111111,928.5703703703703,4333.45925925926,2973.6666666666665,826.811111111111,3648.733333333333,2607.9703703703703,897.7851851851849,3094.007407407407,2385.885185185185,811.4148148148148
