Accession,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL
NP_006073.2,4032.0,11925.1,8162.9,5714.5,15346.2,10996.1,5967.8,15844.9,12208.5,5793.3,11486.4,14511.2,7474.233333333334,15453.725,11450.925000000001,6350.483333333334,14443.608333333332,9027.266666666668,6428.483333333334,14443.608333333332,9703.941666666668,6105.483333333334,9099.058333333332,12882.683333333334,6007.3,11730.2,17388.6,5316.8,13070.3,19725.1,5491.4,10135.6,14860.8,4756.5,9904.2,13700.1,3431.0,6815.7,11398.0,bla61
NP_001129171.1,11035.9,9098.6,11345.9,17774.8,13404.3,18277.6,19934.9,12861.6,20085.2,19260.4,19338.0,14488.1,21164.658333333336,12119.025000000001,15977.533333333335,20119.583333333336,12119.025000000001,15049.575000000003,21928.45,11291.275,15547.508333333333,21504.5,15453.725,12765.258333333333,14646.2,16031.9,12313.7,19761.4,19612.7,13757.2,14769.7,15908.9,11564.7,15244.8,16130.8,10567.3,10693.3,11214.1,9488.8,bla62
XP_005268559.1,7588.5,13502.7,3518.4,15862.0,29449.6,7080.1,15905.0,28564.9,7025.1,16780.7,7226.5,30724.9,13193.95833333333,18512.45,5148.5,18512.45,24474.033333333336,6046.808333333333,17281.025,22905.833333333332,5688.724999999999,18101.833333333332,5786.783333333333,24474.033333333336,11755.6,5153.0,19785.8,13107.4,6365.0,23638.2,9629.7,4249.0,16873.6,10121.5,4482.9,16596.1,7011.2,3162.3,12354.1,bla63
NP_006576.2,7149.7,8956.2,10693.5,10398.2,11150.3,14756.5,10698.2,12127.6,15898.6,10758.8,15422.2,11651.7,12765.258333333333,11663.666666666666,14562.625,11525.125000000002,9847.15,12549.925000000001,11291.275,10666.766666666666,12765.258333333333,11364.016666666668,12119.025000000001,10192.508333333333,10724.9,15282.2,13001.4,12464.4,17899.8,13355.6,9051.0,13271.5,11424.1,9253.8,13307.2,10288.7,6987.7,10269.4,9021.2,bla64
NP_954654.1,301.2,4427.4,2186.6,357.8,9319.7,4107.0,375.9,9009.7,3862.7,428.2,3494.7,8397.8,439.8333333333333,5759.933333333333,3093.7583333333337,368.21666666666664,7976.433333333333,3462.9083333333333,367.29999999999995,7569.316666666666,3151.2749999999996,408.63333333333327,2866.816666666667,6913.125,391.5,3216.2,6765.4,295.7,4065.2,9108.1,349.3,2478.7,5286.3,258.3,2284.0,5117.2,328.7,2337.4,4570.5,bla65
NP_001275582.1,3637.8,10222.9,8210.5,3925.1,11156.6,9600.5,4316.1,12389.2,10639.4,3780.4,9501.4,10818.5,6701.216666666667,13665.291666666666,11525.125000000002,4172.916666666667,9881.658333333333,7941.058333333332,4402.575,10911.9,8448.358333333332,3938.716666666667,7622.341666666666,9143.324999999999,6043.3,13925.5,17177.5,6074.5,13403.8,16389.6,4416.7,10518.9,13275.2,5227.8,12001.9,14277.4,4298.8,9802.3,12272.7,bla66
NP_006079.1,5537.9,13886.8,13900.6,7072.8,16015.1,18106.9,7188.5,16306.1,18843.2,7116.5,17967.6,16297.9,9644.241666666667,19052.333333333332,19299.8,8092.3499999999985,14878.300000000001,14792.933333333332,7822.541666666668,14878.300000000001,14878.300000000001,7517.808333333334,14013.991666666669,14126.375,7832.2,19658.0,19174.7,8799.0,24658.6,20964.5,6342.3,16000.1,15384.1,5976.8,16026.3,13850.3,4973.0,12356.4,13576.9,bla67
NP_001273433.1,7965.1,7083.3,8136.9,9887.3,9628.4,11744.7,10357.9,9618.3,11761.8,10106.1,11891.7,9562.4,13824.974999999999,9051.008333333333,11364.016666666668,10963.641666666665,8332.65,9703.941666666668,10963.641666666665,8171.716666666666,9374.466666666665,10530.591666666667,9341.216666666665,8212.491666666667,11427.5,12508.9,10906.4,15637.3,15866.8,12317.0,9760.9,10457.7,9641.2,9319.9,11060.4,8748.0,8381.3,8702.4,7751.6,bla68
NP_001055.1,11055.8,12355.7,9815.5,16287.0,16799.6,13839.5,19321.5,17477.9,14722.8,17534.2,14905.1,17621.3,21504.5,15860.183333333332,13665.291666666666,18784.600000000002,15228.483333333332,11525.125000000002,21164.658333333336,15641.550000000001,11525.125000000002,19668.024999999998,11760.775000000001,15349.974999999999,16255.7,13868.7,18330.3,18517.5,13985.0,15032.0,14036.7,11572.6,15980.6,15820.5,12439.9,15073.8,11921.8,10753.3,14757.9,bla69
NP_006421.2,6650.8,10658.3,7498.3,10486.9,14834.2,11029.1,11473.1,15544.0,11836.6,11317.5,11591.9,15319.1,12119.025000000001,14126.375,10704.108333333334,11608.616666666669,13665.291666666666,9051.008333333333,12013.358333333335,13824.974999999999,9404.458333333334,11663.666666666666,9195.65,13665.291666666666,10785.2,11586.5,16228.0,12531.4,14228.9,18800.2,8469.7,9218.3,12522.0,8824.1,10075.3,13169.6,6238.2,6915.6,9970.0,bla70
NP_005989.3,8125.1,10716.9,3846.7,9856.3,11514.0,4405.4,10545.0,11777.2,4461.7,10151.6,4482.7,11557.2,14562.625,14371.616666666669,5506.025000000001,10847.9,10228.083333333334,3735.8000000000006,11216.150000000001,10403.258333333333,3635.35,10563.95,3629.0166666666664,10122.108333333334,12247.8,5563.0,15795.8,12147.9,4772.9,13228.5,9620.8,4363.9,12516.4,9746.7,4002.4,11569.6,8486.4,4022.2,11578.6,bla71
XP_005268563.1,19.6,0.0,125.0,23.0,0.0,221.1,27.4,0.0,219.2,26.4,221.6,0.0,35.725,0.0,123.15833333333332,35.725,0.0,162.88333333333335,38.85,0.0,152.40833333333333,36.96666666666666,156.00833333333333,0.0,22.0,174.0,,26.4,176.7,,18.9,157.4,,19.0,141.4,,13.1,108.3,,bla72
XP_005271449.1,6483.2,9412.9,6823.7,11852.7,14775.0,12790.6,12491.8,14963.0,12984.6,13266.3,14611.2,16056.3,11450.925000000001,12457.700000000003,9438.833333333334,12765.258333333333,13553.449999999999,10606.716666666667,12765.258333333333,13193.95833333333,10403.258333333333,13263.141666666668,11291.275,14013.991666666669,9328.8,9603.9,12538.1,10103.0,11000.2,13360.8,10483.9,10954.0,14318.4,11528.9,12411.6,14906.2,7825.2,7828.4,12017.3,bla73
XP_016885266.1,6384.0,6872.8,9103.4,8514.0,7730.9,12047.9,9316.4,8309.7,12820.6,8003.1,11796.5,7513.0,11111.875,8623.083333333332,12882.683333333334,9468.175000000001,6562.691666666667,9982.141666666668,9847.15,6939.483333333334,10192.508333333333,8595.358333333335,9259.866666666667,6156.766666666666,9959.6,15180.4,10881.3,11176.2,15660.2,8689.8,7653.9,11553.0,8791.9,8995.9,13617.6,9087.4,6812.6,9981.3,7999.1,bla74
NP_006420.1,3733.2,7429.9,7964.7,4353.9,8729.1,9199.3,4497.0,9063.4,9860.3,4377.0,9693.8,8917.6,6890.841666666667,9755.099999999999,11291.275,4612.458333333333,7497.874999999999,7749.583333333333,4660.4416666666675,7729.925000000002,7941.058333333332,4439.233333333334,7749.583333333333,7413.608333333334,5348.1,11593.0,11008.3,4798.0,11448.2,9811.8,4488.9,9215.9,9377.7,4066.0,8619.7,7616.2,3836.8,8114.3,7566.2,bla75
NP_005909.2,8151.2,11148.2,14671.5,13174.5,16658.8,23638.6,13018.2,16729.5,23811.1,14716.6,26838.5,18321.7,14878.300000000001,14562.625,20513.425,13907.574999999999,15049.575000000003,19668.024999999998,13387.666666666666,15049.575000000003,19668.024999999998,15453.725,21832.466666666667,15977.533333333335,11569.4,21167.6,15929.5,10402.6,19896.1,15232.0,10491.9,18801.6,13837.4,10470.3,19321.2,14253.3,9596.5,17778.2,13707.5,bla76
NP_001091.1,2806.1,90.3,536.6,2902.5,96.0,518.4,2965.9,97.4,546.9,3266.3,612.9,109.5,4958.941666666667,139.69166666666666,716.5833333333334,3082.866666666667,116.01666666666667,434.2250000000001,3052.6416666666664,120.56666666666666,442.22499999999997,3320.183333333333,498.45833333333326,121.49166666666667,4276.6,808.7,118.0,2748.3,512.2,75.1,3903.0,721.7,106.8,2519.6,480.7,89.6,2526.9,475.0,80.1,bla77
XP_011529261.1,8804.3,9631.2,18654.0,17157.4,14677.6,33275.8,20034.0,15134.5,36828.8,22512.7,39782.1,15697.9,16108.866666666663,12997.666666666666,28816.166666666668,19830.69166666667,13387.666666666666,30057.80833333333,22388.74166666667,13553.449999999999,30723.633333333335,24474.033333333336,34442.11666666666,13907.574999999999,13710.1,27094.6,13640.1,15381.0,33667.3,15576.8,13052.9,25014.8,12146.1,12769.9,25706.2,11097.9,7634.7,16545.9,9026.0,bla78
NP_001032827.1,15184.5,22669.2,19026.7,28129.6,42095.0,34210.4,30177.5,45657.3,37339.1,28821.0,34116.4,41322.3,30723.633333333335,28816.166666666668,29591.774999999998,31577.091666666664,34442.11666666666,30723.633333333335,30723.633333333335,35382.425,31577.091666666664,30723.633333333335,28816.166666666668,31577.091666666664,22271.4,28714.3,34163.1,30812.7,38499.9,45578.7,18003.5,23720.8,28174.0,19121.5,25838.8,29898.2,14288.8,17961.5,21114.6,bla79
NP_001072989.1,8435.5,6832.4,4448.0,14998.6,10674.7,7267.6,15010.6,10864.4,7434.5,15984.2,7597.0,11145.3,15349.974999999999,8501.258333333333,6212.658333333334,16946.100000000002,9644.241666666667,6212.658333333334,15860.183333333332,9576.608333333335,6046.808333333333,16946.100000000002,6156.766666666666,9524.675000000001,12263.0,6243.6,9407.8,13710.6,7285.0,10234.5,10853.9,5610.5,8695.5,12435.2,6350.3,9418.9,10219.0,5630.3,8911.2,bla80
NP_005311.1,14947.1,26862.1,13355.2,34337.3,64022.2,30799.3,35134.6,60500.7,31155.3,35749.8,33408.6,68887.4,30057.80833333333,34442.11666666666,18294.325,44133.950000000004,55790.025,26170.43333333333,37386.46666666666,44133.950000000004,24474.033333333336,35382.425,26851.024999999998,55790.025,21668.9,18886.0,39071.8,24200.7,22890.4,42975.1,19752.9,17075.1,34316.2,16381.9,14489.2,28217.8,11143.7,9904.0,19468.5,bla81
NP_006810.1,11136.0,12441.5,13563.2,22205.7,22339.9,27770.9,21072.6,21836.7,26798.2,23074.0,28487.7,23148.7,21832.466666666667,16326.41666666667,18784.600000000002,26170.43333333333,18512.45,23418.333333333332,23418.333333333332,18294.325,21928.45,26170.43333333333,22388.74166666667,19052.333333333332,15887.0,19577.4,17393.7,21231.7,25719.8,20356.6,15359.8,19006.0,17082.8,16430.7,20321.1,17060.3,11193.8,13995.5,13833.3,bla82
XP_024307077.1,7700.8,5385.7,10522.6,12980.6,8892.6,17386.6,12910.7,9085.0,17825.7,13663.8,17874.7,9545.6,13387.666666666666,6890.841666666667,14443.608333333332,13717.54166666667,7700.7750000000015,14443.608333333332,13193.95833333333,7795.899999999999,14259.866666666667,13824.974999999999,13907.574999999999,8171.716666666666,10978.1,14840.8,7472.2,11331.5,16725.7,8398.9,7924.9,11211.8,5570.3,7589.6,11313.3,5096.1,5479.4,7857.7,3898.1,bla83
NP_005304.3,6194.9,11918.1,9053.9,8670.4,17051.8,13714.1,9070.0,17419.9,14640.3,9187.7,14202.7,17173.3,10666.766666666666,15349.974999999999,12765.258333333333,9794.591666666669,15641.550000000001,11216.150000000001,9576.608333333335,15547.508333333333,11450.925000000001,9644.241666666667,10963.641666666665,14878.300000000001,8569.3,13098.0,17187.0,9181.1,14251.5,17637.5,8672.8,12957.1,18401.3,9696.5,15032.4,19668.0,8925.8,12547.2,17723.5,bla84
XP_011537116.1,4634.3,2763.3,3658.0,6807.3,3870.4,7016.1,6791.8,3775.5,7693.3,7278.8,7967.1,4132.8,8411.199999999999,3594.4083333333333,5272.55,7771.449999999998,3416.0083333333337,5993.675,7299.45,3352.5249999999996,6264.833333333333,7729.925000000002,6455.775000000001,3604.150000000001,6099.1,5621.0,3789.8,6544.1,6734.3,3844.3,5736.1,5480.7,3593.5,6356.6,5956.2,3521.0,5527.9,4548.2,3505.1,bla85
NP_054706.1,7716.1,6591.3,2519.5,13493.1,10190.9,3746.1,14065.2,9707.0,3832.5,14509.2,4197.1,10879.5,13553.449999999999,8243.966666666667,3544.6083333333336,14443.608333333332,8826.491666666667,3219.283333333334,14792.933333333332,8332.65,3130.3583333333336,15049.575000000003,3426.366666666667,9259.866666666667,11039.9,3485.0,8898.3,14182.8,4250.9,10440.2,10006.5,3128.7,7963.4,10446.2,3202.6,8195.6,7459.8,2661.4,7150.8,bla86
NP_005312.1,6610.8,14171.0,9324.0,19020.1,42812.7,24513.3,21851.0,38455.2,26327.4,21343.9,26155.4,44514.9,11901.666666666666,19497.6,13263.141666666668,23418.333333333332,35382.425,21164.658333333336,24474.033333333336,30057.80833333333,21504.5,23418.333333333332,21504.5,36380.85833333334,10068.2,14169.7,22817.0,14132.8,19575.3,30288.3,10103.1,13803.2,21112.0,8710.9,11799.2,18945.4,4956.9,7181.6,11245.6,bla87
NP_006816.2,4465.3,5319.6,5197.0,8601.9,8093.0,8790.9,9433.9,8081.4,9334.2,10087.3,9242.4,8433.5,8171.716666666666,6855.3,7387.150000000001,9703.941666666668,6939.483333333334,7517.808333333334,9982.141666666668,6822.708333333333,7601.466666666666,10448.491666666667,7413.608333333334,6978.675,6707.5,7552.5,7128.3,7378.0,8221.1,7029.4,7025.4,7338.6,7463.6,7770.8,8815.8,8438.8,6481.5,7325.6,8068.2,bla88
NP_003741.1,8056.9,8639.4,16870.3,13301.9,10221.2,24632.9,14597.0,10927.0,26784.5,14190.4,25700.9,10636.1,14259.866666666667,11054.716666666667,23960.858333333334,14371.616666666669,8948.183333333334,21504.5,15349.974999999999,9644.241666666667,21832.466666666667,14443.608333333332,21164.658333333336,9051.008333333333,15082.6,27477.0,13499.3,16012.8,33164.8,13675.4,10867.7,20552.8,10270.3,11179.7,22881.8,10263.0,7333.6,15958.7,9261.9,bla89
NP_055205.2,6992.9,4931.5,9244.0,8600.7,6103.3,11867.3,8826.4,6269.3,12897.5,8260.3,11974.1,6098.1,12643.224999999999,6350.483333333334,13193.95833333333,9644.241666666667,5387.175,9918.541666666668,9374.466666666665,5451.216666666666,10228.083333333334,8893.558333333332,9404.458333333334,5223.275,11580.7,15190.8,8098.6,11412.7,17604.3,8473.5,9814.9,12987.4,7035.0,11164.3,15630.1,7824.6,8637.1,11726.8,6927.8,bla90
NP_006422.1,6571.2,4021.3,8267.8,10209.9,5518.6,12505.5,9985.8,5948.9,13096.1,10498.4,13211.2,5998.3,11822.175000000001,5308.5,11663.666666666666,11111.875,4873.250000000001,10403.258333333333,10666.766666666666,5247.599999999999,10530.591666666667,11054.716666666667,10260.258333333333,5159.866666666666,10083.1,12302.3,5801.0,12402.8,14873.1,7128.2,7654.8,9894.0,4709.2,7769.5,10060.1,4422.7,5937.1,7400.8,3672.9,bla91
NP_001001937.1,8722.4,9302.5,10925.2,14065.9,14138.5,19044.8,15493.7,14678.1,20123.7,15465.3,20357.5,14910.7,15860.183333333332,12199.249999999998,15349.974999999999,15349.974999999999,12549.925000000001,15641.550000000001,16604.791666666668,12882.683333333334,15641.550000000001,15860.183333333332,16483.8,13322.225,12727.5,16291.9,13924.2,12154.9,16184.4,12019.6,11195.5,14577.4,12833.1,11583.1,16082.1,12038.1,8830.7,11624.2,10829.6,bla92
NP_001393.1,13311.5,26271.4,17377.8,23022.7,38540.5,27157.1,29809.3,43371.1,32796.2,25572.2,28999.1,41922.9,26851.024999999998,33403.38333333333,25596.58333333334,27784.68333333333,30057.80833333333,22905.833333333332,30057.80833333333,33403.38333333333,25596.58333333334,29591.774999999998,23418.333333333332,32608.00833333333,22813.9,28316.5,42127.4,27108.5,35221.9,54931.2,23971.8,27868.5,38798.2,24087.4,29308.5,38190.7,12058.3,16907.4,29052.5,bla93
XP_024306396.1,6878.9,5136.7,5952.3,11794.8,7629.6,10415.3,12315.3,8412.4,10651.6,11966.7,10698.4,7889.5,12549.925000000001,6601.958333333333,8354.366666666667,12643.224999999999,6493.966666666667,8736.658333333335,12457.700000000003,7105.266666666666,8501.258333333333,12334.958333333336,8411.199999999999,6579.016666666666,10228.4,8709.3,6849.3,12207.6,10889.1,8439.4,7970.5,6770.7,5714.6,8120.9,6994.5,5278.6,5427.5,4490.6,4307.7,bla94
NP_001307524.1,7950.5,10543.0,10459.1,9647.8,13015.5,14065.4,9697.3,13075.8,14471.2,10371.2,14567.5,13042.5,13717.54166666667,14013.991666666669,14259.866666666667,10606.716666666667,11760.775000000001,11663.666666666666,10295.008333333333,11525.125000000002,11364.016666666668,10911.9,11216.150000000001,11450.925000000001,11534.1,16156.1,16454.7,11344.5,17819.3,16676.9,8734.3,12292.1,12579.8,7890.1,12068.0,11735.1,6794.9,9558.2,9990.6,bla95
NP_005310.1,2481.0,4968.4,4598.4,5663.2,18280.4,11806.4,5706.9,20764.4,12010.8,6005.3,12467.9,19903.2,4194.116666666668,6399.7249999999985,6527.75,6288.900000000001,16604.791666666668,9847.15,6121.791666666667,17512.56666666667,9524.675000000001,6334.299999999999,9755.099999999999,16946.100000000002,3680.5,7166.9,7253.6,4547.2,8642.4,12196.3,3073.7,5992.0,8816.8,2638.1,4873.5,6488.4,1759.2,3086.4,3708.4,bla96
NP_001036816.1,7410.2,7250.3,15962.0,13274.9,12326.7,29420.8,12566.4,13448.6,28462.5,13238.6,30118.1,11730.6,12997.666666666666,9438.833333333334,22905.833333333332,14259.866666666667,11216.150000000001,25046.8,12882.683333333334,11901.666666666666,22905.833333333332,13193.95833333333,24474.033333333336,10228.083333333334,9846.1,22129.8,9991.1,12073.6,28205.6,16870.4,9576.8,21164.2,9671.3,8609.3,19884.6,9675.1,6564.2,13518.5,6976.1,bla97
XP_011535567.1,2671.8,2522.1,4000.1,3123.0,3203.7,5376.2,3200.1,3150.9,5467.0,3379.1,5511.5,3652.3,4543.158333333334,3242.625,5688.724999999999,3368.4583333333335,2848.8583333333336,4575.675,3273.641666666667,2811.266666666667,4512.516666666666,3452.8583333333336,4460.841666666667,3178.7833333333333,3738.7,5796.1,3487.9,3601.9,7743.1,3090.6,3063.5,4880.3,2942.3,2624.3,4191.1,2238.0,2428.0,3491.0,2156.7,bla98
NP_004512.1,2883.4,1976.1,2494.9,4064.6,2053.6,3781.6,4319.0,2169.3,3953.9,4259.2,3927.9,2240.5,5148.5,2583.9583333333335,3480.7999999999997,4313.258333333333,1820.3499999999997,3249.5750000000003,4420.500000000001,1926.291666666667,3249.5750000000003,4369.283333333334,3212.5083333333337,1937.1166666666668,4205.4,3616.4,2628.5,4817.7,4323.3,2354.3,3582.1,2977.8,2343.4,3758.5,3416.6,1992.2,3004.6,2409.1,2259.4,bla99
NP_003312.3,4209.7,4647.4,4224.2,5545.0,5440.6,5624.4,5693.9,5525.7,5868.0,5775.1,5800.6,5686.5,7729.925000000002,6046.808333333333,6095.066666666667,6060.591666666667,4787.658333333333,4748.016666666666,6095.066666666667,4842.283333333333,4759.983333333334,6071.425,4646.091666666666,4813.816666666667,6384.2,6113.0,6573.4,6579.2,6620.6,5368.3,5087.2,4885.1,5443.7,5402.3,5585.2,5292.4,4830.9,4896.9,5591.1,bla100
NP_001348.2,6132.1,10115.7,3114.3,7088.3,11861.5,3829.3,7721.6,13362.5,4179.3,7022.0,3760.5,12145.6,10606.716666666667,13387.666666666666,4439.233333333334,8121.916666666667,10479.708333333334,3289.3500000000004,8411.199999999999,11760.775000000001,3462.9083333333333,7413.608333333334,3107.7166666666667,10704.108333333334,10974.7,5407.8,16941.9,10401.5,5677.2,15275.9,6887.0,3600.3,11414.8,7587.1,4005.0,11511.0,5704.0,3028.6,10603.7,bla101
NP_001275905.1,2816.3,10265.7,6324.5,4386.1,14844.0,11033.9,4905.4,14928.2,12436.9,5031.0,11824.2,16581.8,4994.141666666667,13717.54166666667,8849.966666666667,4660.4416666666675,13717.54166666667,9099.058333333332,5066.208333333333,13097.608333333332,9755.099999999999,5159.866666666666,9300.541666666666,14562.625,4018.4,9565.2,14718.3,3673.0,10241.6,13401.8,3652.8,8270.3,11944.2,3701.3,8399.6,11159.7,2716.6,5805.1,10227.4,bla102
NP_060090.2,4230.2,10910.6,5531.9,5536.7,13465.7,8189.0,5563.1,13882.5,9000.9,5754.3,9125.8,13756.1,7795.899999999999,14443.608333333332,7822.541666666668,6046.808333333333,12199.249999999998,6978.675,5959.558333333333,12199.249999999998,7299.45,6046.808333333333,7341.450000000001,12013.358333333335,6097.9,8821.5,16407.5,6044.7,7767.0,13876.8,4479.3,6465.0,12145.5,4449.5,6903.6,11434.2,3794.4,4768.5,10468.8,bla103
NP_001060.1,0.0,1058.2,112.2,0.0,1142.6,138.5,0.0,1121.8,150.5,0.0,135.0,1175.2,0.0,1340.6416666666667,105.33333333333333,0.0,1079.4833333333333,96.14999999999998,0.0,1058.0333333333333,103.10833333333333,0.0,86.125,1072.65,,158.4,1419.9,,190.2,1392.6,,126.0,1141.5,,130.8,1077.7,,111.7,1010.7,bla104
NP_001121134.1,9791.7,8573.4,10763.3,14318.6,12512.5,15988.8,15730.3,12735.3,17811.9,15660.3,17605.1,13585.5,17512.56666666667,10963.641666666665,14792.933333333332,15547.508333333333,11450.925000000001,13717.54166666667,16946.100000000002,11111.875,14126.375,16108.866666666663,13717.54166666667,11901.666666666666,15473.7,16909.2,13809.4,10960.0,12166.0,9004.5,11849.6,12780.9,10061.7,12467.0,13906.8,10228.6,10269.2,10812.0,8866.6,bla105
XP_005270945.1,3167.2,4442.9,10817.7,6678.0,7812.2,23632.4,7370.7,7902.2,26829.9,8032.3,28967.9,8227.4,5940.474999999999,5786.783333333333,15228.483333333332,7660.391666666667,6701.216666666667,19497.6,8121.916666666667,6601.958333333333,22388.74166666667,8698.85,22905.833333333332,6768.733333333333,5019.9,16510.7,6294.9,4965.1,17224.7,6428.3,3863.1,13128.5,4791.1,3725.5,12054.2,4379.4,2238.9,7212.0,3294.5,bla106
NP_001287750.1,4867.9,3075.8,12835.6,12383.5,5585.5,25441.2,12947.8,5251.0,24552.9,14189.4,24648.3,5458.9,8948.183333333334,4028.0333333333333,17749.30833333333,13193.95833333333,4967.425,21832.466666666667,13322.225,4612.458333333333,19830.69166666667,14371.616666666669,19668.024999999998,4677.858333333333,7806.1,18891.0,4217.5,9733.4,27671.6,5364.9,7054.2,16407.2,3472.7,6962.3,17564.4,3761.0,3938.9,11649.9,2646.7,bla107
