Accession,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,-log10_pvalues1,s3_avg,p_value_s3,-log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s3,log2_fc_s3,expression_s3
NP_001035809.1,3541.592592592593,4167.403703703703,9404.040740740742,3278.22962962963,4167.403703703703,9996.740740740745,3448.3962962962974,5121.718518518517,10191.1,3508.322222222222,4323.522222222223,10330.455555555558,3830.081481481481,5022.511111111112,11147.651851851851,3750.7370370370368,5335.166666666667,11891.129629629628,3354.977777777778,4751.522222222222,10330.455555555558,3919.722222222223,4565.111111111111,10919.125925925924,3541.592592592593,4751.522222222222,9138.94074074074,5814.124691358025,0.9707327267625415,0.012900328557814733,6054.100000000001,0.908136186314281,0.041849018736822625,1.0192448036151776,0.027500601596905132,,1.0613136616657868,0.08585109475817848,
NP_001135887.1,3086.177777777778,2131.692592592593,3973.159259259259,3130.4555555555557,2114.2925925925924,3760.459259259259,3711.114814814815,2583.2851851851856,4433.577777777778,3092.3666666666663,2205.048148148148,3726.944444444444,3411.5000000000005,2433.325925925926,4167.403703703703,3194.6037037037045,2162.137037037037,3411.5000000000005,3391.4333333333334,2511.540740740741,4238.966666666667,3426.0259259259246,2391.1222222222223,3865.707407407407,4153.492592592593,3028.937037037037,4565.111111111111,3001.735802469136,0.935261882267292,0.02906676549240212,3008.119753086419,0.939906058871785,0.02691555081771779,0.9797822192169662,-0.02946698461000419,,0.981865973989131,-0.026401986699214324,
NP_055706.1,8915.562962962962,4716.077777777777,4642.7851851851865,8772.72222222222,5271.951851851853,5055.14074074074,6493.344444444444,4553.25925925926,4306.822222222222,8478.74074074074,4541.625925925925,4807.503703703704,6643.322222222223,4314.281481481482,3939.218518518519,7367.788888888891,4703.118518518519,4751.522222222222,6988.133333333333,4389.5370370370365,4135.159259259259,6693.285185185186,4206.3814814814805,4266.462962962963,5748.277777777777,4407.933333333333,3955.974074074074,6366.604938271605,0.8895102905213699,0.050849023307098645,5942.623456790123,0.9413427152459481,0.026252233912941028,1.045166337494515,0.06373256448947673,,0.9755639078696294,-0.03569170996019766,
NP_055635.3,4399.592592592594,4464.355555555555,3693.085185185185,4333.892592592593,4333.892592592593,3675.5962962962953,5296.407407407408,4683.585185185185,4576.366666666667,4389.5370370370365,4422.592592592592,3685.792592592592,4952.555555555556,4727.055555555555,4230.103703703704,4738.007407407407,3902.0,3628.933333333333,4576.366666666667,4670.907407407407,4333.892592592593,4910.722222222223,4978.333333333332,4230.103703703704,5799.151851851852,4910.722222222223,5258.570370370369,4114.4604938271605,0.840021831818495,0.07570942665824704,4165.9740740740735,0.957146743276815,0.01902147402063135,0.9829854834195031,-0.024757983665691888,,0.9952925894562851,-0.006807393044241902,
NP_001143.2,9298.93703703704,7619.992592592595,6615.1407407407405,9667.033333333333,7763.337037037038,6791.14814814815,9620.437037037038,8816.970370370369,6966.67777777778,9620.437037037038,7973.603703703706,6841.003703703702,10582.070370370371,9097.885185185189,7590.218518518518,8446.27777777778,9363.34814814815,6292.251851851852,10669.096296296297,8676.411111111112,7154.296296296296,10729.766666666665,9404.040740740742,7286.22962962963,10669.096296296297,9526.155555555551,7367.788888888891,8073.839506172841,0.8520336777119768,0.06954323885370556,8145.014814814815,0.8025875997617956,0.09550755454066621,1.0292107628357248,0.041538449056229124,,1.038283818306603,0.054200863054447684,
NP_004270.2,590.911111111111,325.3555555555555,1268.040740740741,580.1851851851852,306.7333333333333,1301.0592592592589,737.5777777777777,457.73703703703694,1442.003703703704,602.9037037037036,377.8481481481481,1290.7407407407406,651.5407407407407,371.4555555555556,1469.0814814814814,626.474074074074,411.5703703703704,1385.4925925925925,640.0259259259258,430.4296296296296,1456.662962962963,609.3074074074074,443.3703703703704,1533.9666666666667,745.9333333333334,517.2777777777778,1805.4925925925925,729.3259259259257,0.9977530846917435,0.000976920860369408,757.164197530864,0.9445510295287362,0.024774574275673488,1.0016803359993758,0.0024221779463723795,,1.0399143384715552,0.05646469322006723,
NP_004102.1,2347.1740740740747,3201.7925925925924,5891.233333333334,2031.6703703703704,3028.937037037037,5878.581481481482,2057.207407407407,3564.766666666666,6341.822222222221,2224.1740740740743,3016.777777777778,6106.618518518518,2008.5740740740732,3258.2,6037.055555555555,1967.8740740740743,3062.133333333333,6493.344444444444,2082.8703703703704,3377.8296296296294,6267.996296296296,1750.666666666667,2894.7000000000003,5996.092592592594,1677.2740740740744,2894.7000000000003,5546.970370370369,3646.3962962962964,0.9204988326605376,0.03597675791434836,3782.523456790123,0.9854886202856877,0.006348386276131615,0.9562060880831532,-0.06460650365541253,,0.9919031459563966,-0.011728838862066751,
NP_009035.3,2120.4296296296293,2231.811111111111,11284.896296296294,1916.9370370370368,2162.137037037037,11354.237037037035,2645.655555555556,2660.385185185185,9895.422222222223,1792.8518518518522,2026.622222222222,10402.129629629628,2250.337037037037,2343.692592592592,10792.688888888888,1949.348148148148,2247.022222222222,10141.485185185184,2266.0481481481484,2502.9814814814813,9526.155555555551,1716.9185185185188,1984.1074074074077,10235.555555555558,2645.655555555556,2694.9148148148147,9620.437037037038,5144.437037037037,0.9882690861603876,0.005124789497923886,4740.534567901234,0.9150188196661972,0.038569973482045564,0.9869652657361028,-0.018928782071991647,,0.909476182885614,-0.13689223742041381,
NP_001278798.1,2079.5851851851853,881.111111111111,1557.2666666666669,1935.1074074074077,883.8592592592594,1503.4407407407411,2120.4296296296293,849.8185185185185,1259.2,1949.348148148148,857.1851851851852,1609.9111111111108,2107.7666666666664,878.3333333333331,1320.774074074074,1604.0962962962965,731.8518518518518,1482.677777777778,1967.8740740740743,811.3555555555556,1335.362962962963,2035.5592592592595,893.377777777778,1652.155555555555,2127.659259259259,935.059259259259,1234.574074074074,1440.802469135803,0.8947181719962394,0.048313741915057544,1472.148148148148,0.9465091764819569,0.023875171160133508,0.9567159896708615,-0.06383738449692111,,0.977530024183301,-0.032787080370041174,
NP_001093869.1,29.32962962962963,1645.9222222222224,599.4407407407407,31.88148148148148,1674.596296296296,609.3074074074074,29.718518518518515,2311.951851851852,822.0925925925926,33.348148148148155,1654.9555555555555,607.5555555555555,31.88148148148148,2315.262962962963,805.5333333333333,35.61111111111112,1687.4037037037033,712.9,29.718518518518515,1904.8518518518515,655.6629629629632,22.50740740740741,1631.7666666666669,537.1814814814816,21.31851851851852,1952.3074074074077,655.6629629629632,771.9283950617282,0.9847811848688917,0.006660257584534823,765.2864197530863,0.9921069091078459,0.0034415258963553237,1.0180651190962715,0.025829844314001742,,1.009305286672843,0.01336261542792829,
NP_002148.1,5349.488888888888,5878.581481481482,13594.8,5654.1,5444.622222222221,13594.8,4938.355555555556,4703.118518518519,11443.370370370372,5604.099999999999,6587.044444444444,14791.448148148149,4617.733333333334,4266.462962962963,9856.933333333336,5036.885185185186,5036.885185185186,10582.070370370371,4703.118518518519,4965.392592592591,11214.114814814817,5546.970370370369,5706.622222222221,12914.61851851852,5561.192592592593,4727.055555555555,10919.125925925924,8231.174074074073,0.9914477759719966,0.0037301571062015658,8994.197530864198,0.8642283349368685,0.06337149883826365,0.994789154267085,-0.007537316293527377,,1.0870053378194393,0.12035902484243136,
XP_024304471.1,1283.9777777777776,1687.4037037037033,1910.3518518518515,1048.9000000000003,1709.5037037037036,1834.6444444444448,863.9037037037039,1698.8962962962964,2414.12962962963,1223.4814814814815,1687.4037037037033,1893.9555555555555,906.4185185185185,1820.0407407407408,2343.692592592592,1122.5074074074075,1919.4,1907.1185185185184,1073.874074074074,1844.981481481482,2421.114814814814,1138.140740740741,2050.918518518519,2139.022222222222,797.5555555555554,1984.1074074074077,2429.4037037037037,1531.0160493827163,0.7692914141058611,0.11390911460145038,1601.6135802469134,0.928963753934776,0.03200123086449783,0.9408642042747418,-0.08794158230207626,,0.9842489158374227,-0.022904876648928887,
NP_001352825.1,4323.522222222223,1310.085185185185,2607.896296296297,4206.3814814814805,1198.9592592592592,2417.529629629629,4061.314814814815,1146.0333333333333,1223.4814814814815,3840.137037037038,1122.5074074074075,2480.451851851852,3588.462962962963,1070.8037037037038,1351.737037037037,3109.522222222222,698.166666666667,1473.2666666666669,3911.425925925927,1272.0703703703707,1616.7888888888886,3194.6037037037045,911.2185185185184,1429.2703703703703,3071.6888888888884,1057.014814814815,930.2592592592592,2607.623456790123,0.915456448945438,0.038362311583549746,2481.0320987654327,0.8318225990705708,0.07996928483869649,0.9492042534488939,-0.07520952952630099,,0.9031235759745392,-0.147004687194811,
NP_817092.1,1396.8740740740743,2335.118518518518,2219.5185185185182,1455.051851851852,2445.977777777778,2127.659259259259,1714.0074074074073,2502.9814814814813,2315.262962962963,1323.4074074074076,2441.7777777777783,2116.666666666667,1496.837037037037,2414.12962962963,2339.22962962963,1356.0814814814814,2506.729629629629,2116.666666666667,1429.2703703703703,2100.629629629629,2149.5333333333333,1209.448148148148,2170.5333333333333,1823.2481481481484,1341.3703703703702,2026.622222222222,1998.522222222222,2009.5629629629632,0.953589879597115,0.020638366725536247,1960.6172839506178,0.9608745114599397,0.017333326732153275,1.0129677616889083,0.018588260228255493,,0.9882955340318179,-0.016985573596781375,
NP_000967.1,5891.233333333334,4215.400000000001,1731.103703703704,5878.581481481482,4499.429629629629,1942.5962962962965,6615.1407407407405,5390.477777777779,2001.177777777778,6493.344444444444,4238.966666666667,1666.2555555555557,6125.562962962962,5444.622222222221,2231.811111111111,7266.8,5975.988888888887,2079.5851851851853,6341.822222222221,5074.1407407407405,2012.0333333333333,6184.437037037038,5296.407407407408,1861.2814814814813,5952.922222222221,5738.666666666667,1823.2481481481484,4106.869135802469,0.9278761931553989,0.03250996797990525,4132.855555555555,0.9242725930031858,0.03419992469135621,1.0407907667537806,0.057680068534969146,,1.0473764223580015,0.0667800335488931,
NP_001265393.1,1631.7666666666669,2063.6074074074068,3572.266666666666,1775.9888888888888,2085.859259259259,3558.555555555555,1597.062962962963,2587.3888888888887,4089.151851851851,1677.2740740740744,2096.633333333333,3824.148148148148,1998.522222222222,2536.385185185185,4323.522222222223,2318.303703703704,2082.8703703703704,4333.892592592593,1624.574074074074,2356.785185185185,4589.485185185186,1805.4925925925925,2190.3111111111107,4851.599999999999,1414.9962962962964,2433.325925925926,4807.503703703704,2473.4679012345678,0.9526228938025154,0.02107898556573796,2532.685185185185,0.9066998478361852,0.04253645715405533,1.021019608482655,0.030010573158947656,,1.0454638343585954,0.0641431557639777,
NP_036475.3,1231.3000000000002,2082.8703703703704,4279.085185185185,1276.7444444444448,2082.8703703703704,4362.166666666665,1531.325925925926,2259.040740740741,4895.937037037038,1246.9555555555553,2088.0888888888885,4626.040740740741,1533.9666666666667,2364.3888888888887,5258.570370370369,1376.937037037037,2085.859259259259,5258.570370370369,1444.8592592592593,2205.048148148148,4796.666666666667,1521.2037037037037,2598.2185185185185,5424.751851851853,1967.8740740740743,2850.200000000001,5858.292592592592,2573.9271604938267,0.9752007032895491,0.010905994187602892,2653.695061728395,0.9326622965998239,0.030275579482039877,1.0169263269207223,0.024215164312291964,,1.0484416238777199,0.06824653593456545,
XP_024310152.1,3293.992592592592,2339.22962962963,1339.1407407407405,3168.859259259259,2489.566666666666,1529.1407407407407,3760.459259259259,2850.200000000001,1324.9111111111113,3418.6000000000004,2521.0592592592598,1709.5037037037036,3840.137037037038,2887.8333333333326,1694.3888888888887,3521.2518518518523,2740.703703703703,1336.8592592592595,3735.4555555555553,2645.655555555556,1687.4037037037033,3806.359259259259,2569.2740740740737,1569.5629629629634,3459.3592592592595,2449.507407407408,1276.7444444444448,2395.8555555555554,0.9273774117027553,0.03274348649964893,2549.7209876543216,0.7787370813896316,0.1086091448627685,1.030865246810423,0.04385575805602966,,1.0970689569081744,0.13365421002810401,
NP_631961.1,8122.807407407409,5104.577777777777,1924.237037037037,8384.655555555555,5087.918518518518,1736.3925925925926,4389.5370370370365,3893.040740740741,1475.844444444445,7694.411111111109,4895.937037037038,1563.6185185185184,4938.355555555556,3824.148148148148,1376.937037037037,5232.37037037037,3719.025925925925,1041.6111111111113,4522.774074074074,3411.5000000000005,1514.8962962962962,4215.400000000001,3161.9629629629635,1104.0296296296297,3047.1925925925925,2587.3888888888887,1250.5296296296297,5069.655555555555,0.9945384496961329,0.002378422023639794,4717.988888888888,0.9013250239087787,0.04511857124503438,1.0037847065880734,0.005449870837851191,,0.9341551986365961,-0.09826583863247006,
NP_001035810.1,3558.555555555555,1225.4444444444443,3055.548148148148,3426.0259259259246,1218.9592592592594,3041.770370370371,3919.722222222223,1422.4481481481484,3612.618518518519,3742.2259259259263,1272.0703703703707,3361.451851851852,4323.522222222223,1496.837037037037,3966.7148148148153,3773.203703703704,1122.5074074074075,3161.9629629629635,4751.522222222222,1614.0851851851853,4314.281481481482,5121.718518518517,1622.5185185185185,4895.937037037038,4781.014814814816,1576.3481481481483,4314.281481481482,2562.2518518518514,0.9611600852623596,0.017204272731053377,2791.9160493827167,0.8725530153316238,0.0592081763269462,0.9805100256156107,-0.028395712983984762,,1.068396799135249,0.09544755884809003,
NP_064504.2,1370.1444444444442,601.9444444444446,1296.9333333333338,1488.1148148148147,665.8333333333334,1414.9962962962964,1694.3888888888887,718.6481481481482,1666.2555555555557,1439.7888888888888,637.4037037037037,1508.3777777777775,1788.722222222222,700.6555555555555,1658.7592592592596,1677.2740740740744,811.3555555555556,1959.662962962963,1486.2925925925929,622.8518518518518,1521.2037037037037,1560.4703703703706,699.4925925925926,2012.0333333333333,1692.2925925925929,660.6666666666669,1614.0851851851853,1189.648148148148,0.7945725007676632,0.09986646944869106,1195.1901234567902,0.7907766781732741,0.101946147514676,1.0917467676369417,0.12663825969974987,,1.0968326694129855,0.13334344787289945,
XP_016873515.1,3572.266666666666,3047.1925925925925,590.911111111111,3405.025925925926,3047.1925925925925,619.6962962962963,4114.914814814815,3981.4851851851854,691.5666666666666,3435.214814814816,2993.4592592592603,644.9555555555556,3767.918518518519,3685.792592592592,654.4296296296296,3325.166666666666,2645.655555555556,729.5740740740739,3760.459259259259,3990.577777777778,681.5592592592593,3789.5592592592593,3418.6000000000004,735.0000000000002,4727.055555555555,4738.007407407407,780.2555555555556,2357.304938271605,0.9727302061369698,0.012007597792738708,2357.876543209877,0.9729373420777527,0.011915127733803658,0.9807977193342924,-0.027972470578214993,,0.9810355455105819,-0.027622684841622953,
NP_002898.2,2887.8333333333326,2844.462962962963,2912.5111111111114,2835.9333333333334,2826.592592592593,3051.103703703702,2660.385185185185,2802.6111111111104,2985.781481481481,2835.9333333333334,2831.751851851852,2876.8370370370367,3142.896296296296,3168.859259259259,3488.637037037037,2985.781481481481,3109.522222222222,3391.4333333333334,2927.933333333334,3189.0999999999995,3307.992592592592,3339.688888888888,3315.851851851853,3405.025925925926,3238.8444444444435,3856.266666666667,3767.918518518519,2904.5432098765427,0.7879317517871144,0.10351139812703582,2848.174074074074,0.2513460645294256,0.599727910382334,1.0079611053177715,0.011439969941215345,,0.9883993731197234,-0.016833999232151366,
NP_002796.4,4576.366666666667,2545.1185185185186,258.3962962962963,4422.592592592592,2506.729629629629,240.6407407407407,4626.040740740741,2441.7777777777783,228.5444444444445,4522.774074074074,2516.4222222222224,238.23703703703708,4541.625925925925,2331.948148148148,222.2,4266.462962962963,2228.333333333333,248.52962962962968,4532.170370370371,2417.529629629629,239.47407407407408,4670.907407407407,2410.5333333333338,262.937037037037,4861.762962962962,2335.118518518518,274.50370370370376,2389.987654320987,0.9697951404684974,0.013319996414559063,2425.811111111111,0.9854248301742269,0.0063764988179691555,0.9715552994929154,-0.041631980668444896,,0.9861179141690523,-0.0201679289982619,
