_GENE_SYMBOL_,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Accession,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
TXLNG,683.3,789.1,578.6,392.3,570.7,386.0,709.5,757.0,589.6,714.4,573.2,751.1,674.025,760.8250000000002,489.9666666666667,569.35,759.5166666666665,491.1000000000001,670.1249999999999,737.4333333333333,483.73333333333335,672.9499999999999,462.875,708.0666666666666,NP_060830.2,562.2,538.0,779.5,784.6,602.3,737.3,383.7,393.2,590.9,413.2,407.8,554.6,256.6,294.9,500.6,bla1549,641.6055555555556,0.8193605559764432,0.08652494681940942,606.6555555555556,0.9459391002180707,0.024136822679180922,630.4305555555555,0.8905495469519094,0.050341912956260004,1.0438881532266449,0.06196714348882933,,0.9870247257837818,-0.01884186905185279,,1.0257064993876177,0.036617970268918505,
DARS2,258.4,794.5,563.2,231.3,742.8,469.3,264.8,814.5,566.1,262.8,569.1,836.8,267.56666666666666,766.2750000000001,477.0,339.5,962.2583333333332,617.9666666666667,260.34166666666664,784.3833333333333,462.875,257.975,459.35,776.5749999999999,NP_060592.2,351.0,729.0,1125.5,246.7,725.7,600.5,310.7,493.6,833.1,348.0,596.6,707.0,427.2,526.7,856.0,bla1550,503.6138888888889,0.9797418110134344,0.008888357802950553,639.9083333333333,0.5793575448288746,0.2370533329536225,502.5333333333333,0.9840434203004371,0.0069857381734905,1.0113405627328915,0.016268897765846814,,1.2850425061918467,0.3618160811763167,,1.0091706272173504,0.013170121152817864,
ALDH3A2,236.1,1020.1,972.1,168.0,721.5,688.1,201.4,1096.0,946.3,266.4,1060.9,1138.6,239.8,968.5833333333331,848.4999999999999,250.96666666666667,934.4833333333332,923.8416666666666,201.675,1035.6333333333332,786.85,264.1333333333333,902.1833333333332,1044.0833333333333,NP_001026976.1,219.2,898.3,1006.9,188.6,844.3,960.4,191.8,742.0,898.0,203.0,784.0,1034.7,232.8,813.2,986.9,bla1551,685.6277777777777,0.8840539167811019,0.05352124737781098,703.0972222222222,0.9234963170043746,0.03456483223009221,674.7194444444444,0.8657336083782938,0.06261572254286642,0.9305480154421524,-0.10384750091344457,,0.9542579020388468,-0.06754886669771532,,0.915743002774762,-0.1269853225961358,
PPP2CA,256.5,0.0,94.6,226.5,0.0,96.6,201.9,0.0,84.4,250.2,106.1,0.0,264.1333333333333,0.0,54.708333333333336,333.25,0.0,86.33333333333333,203.51666666666668,0.0,45.49166666666667,246.81666666666663,59.41666666666668,0.0,NP_002706.1,304.8,117.5,,208.0,82.8,,222.4,90.6,,191.5,68.0,,186.5,73.8,,bla1552,106.28055555555555,0.971257597486499,0.012665570987881052,139.86111111111111,0.7778425488121354,0.10910830417016087,83.00277777777778,0.8534319723791671,0.0688310910668809,1.0411723086970721,0.058208847053791646,,1.3701425927941657,0.454326044435402,,0.813132687493197,-0.2984373035108751,
POGZ,0.0,143.4,90.1,0.0,136.7,73.6,0.0,151.2,81.3,0.0,86.5,129.9,0.0,167.0583333333333,51.26666666666667,0.0,199.4666666666667,56.05833333333334,0.0,173.98333333333338,42.46666666666666,0.0,41.95833333333333,148.68333333333337,NP_055915.2,,113.8,182.7,,78.6,133.0,,71.4,138.6,,56.4,148.5,,55.4,132.1,bla1553,72.77499999999999,0.8961611835865616,0.047613871089397686,85.17500000000001,0.7859324712927036,0.10461476770720975,72.15000000000002,0.9063693012953205,0.04269481243837421,1.1452113476417358,0.1956138708614898,,1.3403418280368928,0.4226009788350709,,1.1353761419766577,0.1831703312299226,
SERPINB8,419.9,0.0,689.7,319.7,0.0,492.2,420.1,0.0,790.8,409.4,718.4,0.0,422.225,0.0,589.0166666666668,469.0916666666667,0.0,649.2666666666667,400.95833333333326,0.0,654.4,393.7416666666666,585.5916666666667,0.0,NP_001353127.1,399.9,700.2,,551.4,843.2,,362.2,652.0,,489.2,886.6,,365.7,639.4,,bla1554,337.0805555555556,0.9675637260104797,0.014320421716506536,372.7861111111111,0.8668770459571704,0.062042496582656335,351.78611111111104,0.9262126238092209,0.03328930408783531,1.0325816882232814,0.04625591872255224,,1.1419588155207625,0.1915106211776661,,1.0776293396868617,0.1078610354641848,
CRYZ,1870.8,783.4,620.9,1226.8,730.4,401.7,1906.3,788.1,626.8,1967.2,641.5,914.3,1930.8083333333332,755.5083333333336,531.5000000000001,2009.875,943.35,518.5583333333334,1862.0166666666664,762.2833333333333,517.55,1940.925,522.4583333333333,836.0,NP_001123514.1,1916.6,595.1,897.5,1983.4,600.6,648.6,1527.4,552.0,856.4,1745.0,581.1,672.3,1615.9,506.5,950.7,bla1555,1072.6055555555556,0.9666421710648021,0.014734262102959889,1157.2611111111112,0.9303808407926861,0.031339241555282324,1047.283333333333,0.9341065999826026,0.02960355937752564,0.9752782085541237,-0.03611427310371616,,1.052252188540283,0.07348051028997277,,0.952253703974985,-0.07058210044639761,
GFPT1,498.8,490.2,921.2,465.4,529.5,649.6,524.5,542.1,956.5,514.6,951.7,499.6,491.1000000000001,489.4,790.9499999999999,676.5583333333334,721.6666666666666,860.2333333333332,497.5416666666666,532.6416666666667,797.2333333333332,476.3500000000001,783.4666666666667,486.3083333333334,XP_016859290.1,607.8,1094.2,784.5,659.2,1392.7,521.2,574.1,1113.6,873.6,610.3,1327.6,862.6,556.0,909.5,893.9,bla1556,590.4833333333332,0.9554843188688522,0.01977643606539002,752.8194444444443,0.2310025497031887,0.6363832265324693,609.1388888888888,0.8541461611296806,0.06846780666380185,1.0145035435607412,0.02077390429474946,,1.2934116018803539,0.3711814565067633,,1.0465554680602283,0.06564877731243263,
XP_011523328.1,314.7,0.0,349.0,253.7,0.0,262.6,340.0,0.0,367.8,298.3,361.7,0.0,322.12499999999994,0.0,285.3,372.3583333333333,0.0,314.0166666666667,322.12499999999994,0.0,279.8,292.2083333333333,276.4,0.0,XP_011523328.1,391.1,385.3,,389.2,329.6,,279.8,215.5,,306.0,264.2,,224.2,178.0,,bla1557,202.475,0.9304094435834933,0.03132589020202143,228.79166666666666,0.8064042209665692,0.09344720766232514,200.64166666666665,0.9400082190645519,0.026868349082454408,1.0682660882564154,0.09527104439835497,,1.2071138598625297,0.2715617633437314,,1.058593349259156,0.08214849520768673,
CBFB,2747.0,0.0,1538.9,1919.9,0.0,1034.2,2767.5,0.0,1620.6,2936.9,1557.1,0.0,2887.9083333333333,0.0,1390.0916666666665,3172.2999999999997,0.0,1503.35,2790.258333333333,0.0,1413.5083333333332,2985.3666666666672,1351.3666666666666,0.0,NP_074036.1,2799.9,1565.6,,3136.0,1499.9,,2100.6,1182.5,,1981.0,1197.0,,1552.2,835.9,,bla1558,1426.0,0.9877664837508935,0.005345714122019986,1558.55,0.9328120806762392,0.030205838081357742,1401.2555555555555,0.971859168425351,0.012396663887549269,0.9864567800648721,-0.019672251796618818,,1.0781502205961475,0.10855820537263824,,0.9693394413613933,-0.04492614068576543,
SMARCE1,604.3,1042.3,682.9,314.4,571.1,439.9,615.6,1008.7,710.0,660.6,721.6,1097.3,595.0333333333332,993.4333333333332,583.5833333333334,462.875,762.2833333333333,573.5916666666666,583.5833333333334,940.625,579.6083333333333,622.5500000000001,587.7166666666666,1013.8833333333332,NP_003070.3,472.6,633.0,871.2,557.5,701.8,1134.2,326.9,465.7,625.2,379.9,520.2,679.2,258.9,416.1,540.1,bla1559,724.0166666666665,0.9322395459182766,0.03047247809319016,599.5833333333334,0.4393041594720371,0.35723468467640196,701.2722222222222,0.8362084931385974,0.07768542575415807,0.9765753209091114,-0.0341967748803611,,0.8087359215880225,-0.30625940188660955,,0.9458969344094,-0.08024509981841545,
SLC25A3,2733.4,6606.0,4179.4,1860.3,4634.2,2831.6,2773.7,6562.0,4098.5,2565.8,3882.4,6264.6,2865.991666666667,5798.841666666667,3520.4500000000003,3045.85,6040.825,4046.758333333333,2801.308333333333,5657.474999999999,3377.5750000000003,2571.0083333333328,3189.25,5347.583333333333,NP_005879.1,2850.2,4493.0,7442.3,2921.1,4337.6,6446.1,2319.4,3549.1,6243.2,2645.5,4220.0,6602.9,2112.5,3555.5,6078.1,bla1560,4061.7611111111114,0.7838503615413301,0.10576683700888977,4377.811111111111,0.6088929795722307,0.2154590332547525,3945.452777777778,0.8509747053134948,0.07008334885317387,1.0969982917473466,0.13356127916904528,,1.182356908520332,0.2416655959457591,,1.0655857986212443,0.09164676042418639,
MIF,2933.5,3547.0,1322.4,1310.4,1920.5,580.2,2986.6,3445.1,1316.0,3099.4,1378.9,3773.3,3127.55,3134.125,1172.4333333333334,2126.4166666666665,2469.8,775.6833333333333,3080.2,3050.9083333333333,1114.3333333333337,3134.125,1167.4,3271.025,NP_002406.1,2142.4,985.4,2918.7,2273.7,1019.0,2627.9,1903.5,843.5,2604.7,2293.3,1006.8,2698.9,1344.5,634.2,2198.3,bla1561,2478.036111111111,0.963292235204094,0.016241940411028243,1790.6333333333334,0.4419409503676694,0.3546357547293425,2415.1472222222224,0.9133185683932921,0.039377712757468236,0.9817179593840033,-0.02661948688708202,,0.7093911562155418,-0.4953467501844762,,0.9568034105640331,-0.0637055627979919,
THOP1,0.0,767.6,961.8,0.0,640.0,727.5,0.0,746.8,1000.1,0.0,983.1,737.4,0.0,739.75,838.775,0.0,843.5833333333334,996.6666666666669,0.0,722.4083333333334,832.4583333333334,0.0,812.9166666666666,693.2666666666668,NP_003240.1,,1056.9,933.2,,973.2,715.8,,769.9,678.9,,830.9,670.7,,697.1,668.1,bla1562,526.1750000000001,0.9506890212732533,0.02196152137138257,613.4166666666667,0.7951719891479454,0.09953892686620155,518.2888888888889,0.9665639692997813,0.014769398133549735,1.0480297883170486,0.0676797234083094,,1.2217968153500571,0.2890043851079219,,1.0323223157871442,0.04589348509018988,
MAPK1,855.6,1596.6,1083.3,602.2,1226.0,759.4,889.5,1662.2,1135.3,777.1,980.0,1733.6,857.7000000000002,1413.5083333333332,947.0916666666668,883.3083333333334,1559.4083333333335,1042.1833333333332,851.6750000000001,1451.158333333333,951.625,736.625,806.9416666666667,1473.9833333333331,NP_002736.3,932.9,1252.8,1735.2,611.8,724.1,1754.1,881.9,1239.8,1475.7,682.5,993.1,1508.4,635.3,936.8,1409.2,bla1563,1072.7666666666667,0.8305773821341756,0.08061989955417302,1161.6333333333334,0.6434585395346699,0.19147943109276702,1084.8194444444443,0.8056025330016195,0.0938791769294923,1.066527480903382,0.09292113966089723,,1.1548773011217712,0.2077395819735251,,1.0785101600083953,0.10903976734184012,
TBCB,1065.7,1706.8,1792.7,632.9,1241.0,996.9,1205.8,1601.4,1779.6,1151.1,1943.6,1555.6,1067.3583333333331,1487.8,1623.5833333333333,932.3333333333334,1578.475,1425.4916666666666,1160.7833333333335,1410.3083333333334,1553.9416666666666,1100.1166666666668,1673.0583333333334,1346.875,NP_001272.2,1022.9,1604.1,1773.6,1349.3,1832.9,1546.3,801.0,1186.5,1449.2,857.0,1271.0,1300.8,485.7,775.3,1207.3,bla1564,1392.9138888888886,0.9378419848766844,0.027870328867248214,1312.1000000000001,0.8229507870347086,0.08462613508944135,1375.0111111111112,0.9938726256346746,0.002669271064066961,1.0142453772810196,0.020406727055946462,,0.9554010266865693,-0.06582166773819406,,1.001209532246777,0.0017439317158782868,
VBP1,5146.4,3995.3,6393.1,2735.7,2684.2,4049.8,6130.3,3213.7,6184.6,5606.5,6390.8,3578.4,5695.591666666667,3575.7083333333344,5305.674999999999,4774.041666666667,3465.2000000000003,5750.850000000001,6521.483333333334,2860.3250000000003,4958.941666666667,5828.133333333334,5005.241666666668,3104.7833333333333,NP_001290472.1,3904.5,5723.4,3882.7,5973.6,7559.5,4929.9,3746.3,4797.0,2961.8,4167.8,4997.2,2898.3,2354.7,3826.7,2763.4,bla1565,4858.991666666667,0.8477045716343443,0.07175547470488826,4663.363888888889,0.9875861964021806,0.005424988878074499,4780.25,0.9249488284727558,0.03388229334382582,1.0458322148012142,0.06465141536063987,,1.0037259824498574,0.005365466781154095,,1.0288841364144832,0.04108052816805588,
SLC35B2,861.3,539.5,833.5,538.0,424.8,541.1,831.6,606.6,939.3,870.4,818.8,507.2,862.0166666666665,531.5000000000001,713.5500000000001,799.6583333333333,582.2333333333333,721.6666666666666,798.5916666666667,597.6750000000001,780.8749999999999,846.1333333333333,667.6166666666667,494.375,NP_835361.1,810.9,874.4,598.5,823.9,1017.9,727.0,685.1,744.0,522.1,737.6,801.4,545.5,647.6,602.0,495.5,bla1566,702.3555555555555,0.8247009195004081,0.08370352121990444,701.1861111111111,0.8061002109887474,0.09361096517487442,725.713888888889,0.6677610560765508,0.17537891266145672,1.0492706712314555,0.06938688542001013,,1.047523602033406,0.06698275003722451,,1.0841664073036623,0.11658621108884926,
OGT,0.0,634.4,1657.1,0.0,682.7,1160.1,0.0,639.0,1727.5,0.0,1666.5,643.8,0.0,623.6833333333333,1501.025,0.0,900.5166666666668,1660.45,0.0,628.8583333333333,1511.4666666666665,0.0,1469.7,616.8583333333333,NP_858058.1,,1825.2,987.5,,2516.6,774.1,,1238.1,743.7,,1477.0,600.3,,1059.6,686.8,bla1568,708.2361111111112,0.9843453968690493,0.006852485274167679,853.6555555555556,0.8176548808899675,0.08742996644153746,713.4416666666666,0.9780171487307996,0.009653530147098207,1.018283696837296,0.0261395565025701,,1.2273640404653596,0.29556322086583037,,1.0257681109642272,0.036704626682421256,
CPT2,763.1,0.0,1056.1,699.5,0.0,771.6,810.5,0.0,1174.8,794.7,1051.1,0.0,756.75,0.0,923.8416666666666,1035.6333333333332,0.0,1056.4166666666667,767.6,0.0,988.1083333333332,757.625,892.5500000000002,0.0,NP_000089.1,1083.6,1264.1,,741.2,1310.1,,770.4,968.1,,877.9,1302.9,,988.3,928.1,,bla1570,560.1972222222222,0.9808692136605159,0.00838889636331317,697.35,0.7584830336260648,0.12005412942568655,585.2361111111111,0.9355287740619551,0.028942850361565166,1.0184323884840496,0.026350206090227694,,1.2677746299634887,0.34229830294409663,,1.0639528130854807,0.08943416790943952,
RPL23,1277.1,4221.8,4056.9,970.8,2862.8,2673.8,1233.8,4355.1,4140.7,1115.0,4182.4,4344.5,1281.7583333333334,3753.1750000000006,3436.941666666666,1542.5416666666667,3728.975,3800.1416666666655,1194.2500000000002,3782.941666666667,3412.3,1067.3583333333331,3392.533333333333,3761.6,NP_000969.1,1324.0,4223.7,4454.9,2323.6,5408.9,5586.9,992.5,3202.5,3472.9,1149.1,3485.0,3562.6,1140.2,2745.7,2964.2,bla1572,2823.9583333333335,0.9454785137300166,0.024348336173271142,3023.886111111111,0.8133371033546575,0.0897294153124948,2796.4972222222227,0.9640651751086189,0.015893604859378272,1.0304547329712066,0.04328112986274343,,1.1034078365746685,0.1419661318653772,,1.020434248042985,0.02918322491995686,
MOGS,0.0,2623.1,3260.5,0.0,2029.2,2008.2,0.0,2762.5,3589.6,0.0,3358.0,2793.4,0.0,2336.625,2821.3000000000006,0.0,2654.1666666666665,2887.9083333333333,0.0,2425.683333333333,2959.933333333333,0.0,2779.15,2437.5083333333337,NP_006293.2,,3328.0,2891.0,,3794.9,3059.0,,2809.5,2434.1,,3557.9,2651.4,,2634.9,2425.7,bla1573,1719.3083333333336,0.9881074546842864,0.005195824198931928,1847.3583333333333,0.9362577292890081,0.028604583953401864,1795.2055555555553,0.9665728826586443,0.014765393220430906,0.9887411960721983,-0.016335151258471247,,1.0623802913423184,0.0873002880112933,,1.0323882306521255,0.045985599744251884,
DIS3,2113.1,1856.4,145.4,1531.1,1373.0,109.1,2189.6,1736.0,159.8,2185.9,156.9,1798.1,2198.933333333333,1655.6583333333335,102.16666666666669,2454.516666666667,1777.775,101.38333333333334,2170.15,1506.7416666666666,111.84999999999998,2165.0000000000005,103.96666666666668,1556.9833333333331,NP_055768.3,2363.2,177.0,2246.4,2499.2,201.5,2815.6,2017.1,125.9,1479.0,1940.1,133.7,1847.4,1613.7,100.0,1680.5,bla1574,1318.9194444444443,0.9627180175312566,0.01650090016865078,1444.5583333333334,0.8644529945633824,0.063258616914932,1262.9138888888888,0.9891997113477216,0.004716019039521164,1.0341897655048635,0.048500932880720896,,1.1327056025300906,0.1797729441596759,,0.9902747465771027,-0.014099245924369931,
ACAA2,879.7,1516.2,57.3,692.0,964.5,30.7,913.7,1524.7,53.3,800.3,51.6,1535.3,891.0583333333335,1360.75,22.024999999999995,1021.1666666666664,1245.6416666666669,12.85,874.1,1351.3666666666666,17.191666666666666,767.6,15.308333333333332,1334.8666666666666,NP_006102.2,1055.9,65.7,1603.7,845.7,63.2,2068.7,1007.7,62.0,1363.9,1052.5,63.7,1691.0,790.0,53.4,1293.1,bla1575,757.9444444444445,0.9288860662148257,0.03203755172072616,759.8861111111111,0.924974829135691,0.033870085332546165,747.5527777777778,0.9429160831759086,0.025526956504799546,1.0736897608732439,0.10257719154782893,,1.0764402891399387,0.10626829446947408,,1.0589691224673696,0.08266052369035758,
NP_001030312.2,478.1,0.0,1248.6,303.3,0.0,650.9,510.7,0.0,1252.7,486.4,1257.0,0.0,469.0916666666667,0.0,1106.9166666666663,444.125,0.0,862.0166666666665,485.525,0.0,1061.45,453.85833333333335,1044.0833333333333,0.0,NP_001030312.2,424.5,907.2,,478.2,1427.9,,367.2,841.0,,390.9,889.7,,269.0,521.4,,bla1576,525.336111111111,0.9557604473704107,0.01965094603138104,435.3805555555555,0.8784860806658947,0.056265115372880536,515.6583333333333,0.9715454477258474,0.012536878816241352,1.0521159591216835,0.07329372024838293,,0.8719576307488608,-0.1976700601071374,,1.0327338069461984,0.04646843920970187,
PTPN23,298.3,492.4,1020.6,288.6,397.4,709.8,339.1,555.1,1056.3,294.0,962.3,538.3,307.1416666666667,491.1000000000001,889.0333333333333,417.5916666666666,549.3416666666666,964.4083333333334,319.9916666666668,546.725,879.6083333333335,290.85,790.9499999999999,525.95,NP_056281.1,430.2,1094.5,584.2,368.2,1091.2,556.6,380.7,891.0,517.9,366.5,996.3,537.5,358.4,739.8,482.4,bla1577,562.4250000000001,0.9118173290770901,0.04009215829435345,643.7805555555556,0.6487477136274321,0.1879241597188068,582.1083333333335,0.8422855003101362,0.07454067549212413,1.0494635359975122,0.06965204052290702,,1.2012698906339088,0.2645603193497635,,1.0861918830663975,0.11927898739186617,
KRI1,1789.6,334.4,498.3,1080.4,246.5,354.7,1854.2,375.4,526.5,2036.8,543.7,334.0,1829.7083333333333,348.9833333333333,408.4916666666666,1736.033333333333,345.89166666666665,450.225,1822.2833333333333,387.675,424.1916666666666,2009.875,427.7083333333333,336.175,NP_075384.4,1836.7,505.0,360.9,1488.2,516.4,427.5,1462.0,355.7,276.1,1433.5,395.3,311.6,920.6,273.2,245.4,bla1578,862.3944444444445,0.9360415359809268,0.02870487941672127,844.0499999999998,0.9145740768211048,0.03878111265695686,878.0500000000001,0.9516132949993845,0.02153949905959746,0.9327356685123374,-0.10045980669068022,,0.912894959005681,-0.13147922683531513,,0.949668169841761,-0.0745045954986292,
ATP2B4,190.7,163.4,0.0,116.7,191.1,0.0,191.4,184.0,0.0,180.1,0.0,156.2,196.9,187.39166666666665,0.0,171.00833333333335,265.0416666666667,0.0,195.0,207.28333333333333,0.0,178.71666666666667,0.0,174.6,NP_001675.3,168.1,,269.5,186.6,,228.7,142.1,,307.3,178.7,,275.8,127.9,,389.1,bla1579,128.0972222222222,0.9113472008314811,0.04031613600347498,145.35000000000002,0.7920871032839281,0.10122705781006311,134.09444444444443,0.864024556900432,0.06347391403176404,1.0876692296806452,0.12123988631928585,,1.2341619887730555,0.30353176649854036,,1.1385914429925938,0.18725016240489803,
PUM3,353.4,848.2,674.0,291.2,558.6,508.9,416.1,828.6,702.5,341.0,711.9,1022.3,363.3,815.2333333333331,575.2416666666667,427.1000000000001,745.4000000000001,680.6416666666667,398.3416666666667,802.0583333333334,571.7750000000001,330.53333333333336,581.2583333333333,940.625,NP_055693.4,387.5,787.0,928.7,371.3,600.4,927.4,343.6,675.3,612.2,348.2,581.5,598.2,269.8,421.3,471.7,bla1580,584.5916666666666,0.8890099727862615,0.05109336714930318,617.713888888889,0.9991179237135128,0.0003832499165308837,590.725,0.9066483981044869,0.04256110143805093,0.9467497413288944,-0.07894497295096811,,1.0003913806289082,0.0005645324261026703,,0.9566827117729092,-0.06388756730337496,
GGCT,41.6,1905.8,2617.4,34.6,691.8,960.1,45.6,2099.6,2894.3,46.5,2848.4,2244.3,54.708333333333336,1707.025,2295.441666666667,57.875,907.55,1362.2833333333333,57.875,1871.5,2445.725,56.48333333333333,2395.358333333333,1947.05,NP_076956.1,39.8,1840.2,1348.2,34.0,2148.8,1395.9,36.9,1406.9,1042.7,32.7,1543.7,1047.9,27.3,666.7,477.7,bla1581,1352.3916666666667,0.9132339249326185,0.03941796365423729,775.9027777777777,0.4568111650613308,0.3402632899082929,1458.3666666666668,0.9941435851352121,0.00255088549357326,0.9223175534746442,-0.1166645395184521,,0.5291579128833588,-0.9182297749356791,down-regulated,0.9945914406469812,-0.007824079380398039,
SAR1A,160.4,1793.8,1707.1,104.6,1281.0,855.2,142.0,1737.9,1784.3,153.7,1756.2,1861.6,171.00833333333335,1588.5083333333332,1551.416666666667,153.53333333333333,1632.5416666666667,1180.375,148.68333333333337,1511.4666666666665,1561.375,154.025,1540.4666666666662,1604.9416666666664,NP_001136120.1,127.7,1419.2,1804.7,120.3,1320.2,1774.6,98.8,1462.7,1849.1,102.1,1502.2,1616.2,74.4,849.1,1391.9,bla1582,1103.6444444444444,0.9956734318523695,0.0018830812556363643,988.8166666666666,0.8716858062035007,0.059640025641825516,1073.8416666666665,0.9705859720246512,0.012965989876608117,1.0034854469959489,0.005019694230159,,0.8990786296636797,-0.15348080154443783,,0.9763873594455613,-0.03447447713745689,
TERF2,0.0,138.8,85.7,0.0,118.6,42.3,0.0,133.2,91.1,0.0,88.5,157.8,0.0,164.24166666666667,45.95833333333334,0.0,178.71666666666667,17.40833333333333,0.0,159.13333333333333,50.39166666666667,0.0,43.475,175.98333333333335,XP_005256178.1,,80.7,155.2,,93.0,144.8,,60.9,111.1,,56.1,105.8,,53.1,87.3,bla1583,70.06666666666668,0.9679091397152575,0.014165409191962446,65.375,0.9251087078005082,0.03380723112697608,69.84166666666667,0.9649473099518637,0.015496400254028979,0.9578127966584393,-0.06218438435798459,,0.8936776153408011,-0.1621736064647032,,0.9547370419593696,-0.06682466069191215,
NDUFA7,265.3,1049.0,129.5,180.1,763.2,91.1,268.3,1116.1,162.2,290.5,135.4,1118.2,274.95,1001.0833333333331,88.27499999999999,273.6,988.1083333333332,77.36666666666666,263.40833333333336,1051.7500000000002,113.50833333333334,286.6333333333333,85.85833333333333,1032.8333333333333,NP_004992.2,249.4,129.8,991.0,274.6,130.8,812.4,197.2,104.8,669.7,202.0,93.1,506.0,147.7,70.4,387.8,bla1584,454.7694444444444,0.9744135500851465,0.011256685419028183,446.3583333333333,0.9585692159964434,0.018376522285132254,476.22222222222234,0.9857503782874389,0.006233047591674757,0.9708133942919491,-0.0427340814279149,,0.9528578798498568,-0.06966704478758536,,1.0166094438415791,0.0237655379451586,
DDX24,262.2,0.0,74.6,237.1,0.0,39.9,262.5,0.0,80.1,249.4,80.0,0.0,272.03333333333336,0.0,37.63333333333333,345.89166666666665,0.0,17.016666666666666,257.975,0.0,41.75833333333333,245.0416666666667,37.63333333333333,0.0,NP_065147.1,360.9,86.5,,378.1,75.5,,236.8,54.3,,244.6,58.5,,228.3,36.9,,bla1585,103.22222222222223,0.9410429327259131,0.02639056252319497,120.96944444444443,0.8548612620040177,0.06810436250592417,99.91111111111111,0.961410381854392,0.017091192424003834,1.0954865717402198,0.13157180016334608,,1.2838359718168681,0.3604608895607245,,1.0603460982871964,0.08453523911425666,
SUCLG1,409.3,1037.7,1184.9,238.3,799.8,831.7,365.9,1066.8,1184.9,357.6,1194.4,1072.0,410.225,983.4083333333332,1032.8333333333333,348.9833333333333,1032.8333333333333,1157.9166666666667,355.65000000000003,1001.0833333333331,996.6666666666669,345.0083333333334,997.5833333333331,988.1083333333332,NP_003840.2,323.9,1216.3,1093.4,339.4,1279.3,1153.6,273.7,990.3,954.0,278.7,1211.1,987.4,236.2,964.2,1015.2,bla1586,808.8222222222221,0.9188546664473268,0.03675317474151919,846.5777777777779,0.8439804703519703,0.07366760280148246,784.4666666666667,0.9813545261115346,0.008174070174533614,1.0410892292730365,0.05809372388512711,,1.089686932395132,0.12391370751961296,,1.00973956322135,0.013983234264206399,
EIF1AX,3875.1,207.8,1804.7,2107.6,111.4,798.0,3608.6,202.0,1534.0,3941.4,1869.5,230.9,4081.366666666667,231.50833333333333,1634.4833333333331,3540.7000000000003,166.49166666666665,1101.2666666666669,3724.283333333333,223.49166666666667,1340.0916666666667,4056.9,1606.95,239.8,NP_001403.1,2790.7,1098.9,180.1,3574.2,1749.7,173.1,2528.0,953.8,147.4,2749.9,1030.2,152.6,1916.1,668.0,97.5,bla1587,1982.4527777777778,0.9931059744160333,0.0030044054337215738,1602.8194444444446,0.8201372863972908,0.08611344306232005,1762.6222222222223,0.8991901537849432,0.04614845731358051,1.0074036118898195,0.010641808677914479,,0.8144890590284541,-0.2960327756226432,,0.8956944714992702,-0.15892139343243633,
EIF1AX ,3875.1,207.8,1804.7,2107.6,111.4,798.0,3608.6,202.0,1534.0,3941.4,1869.5,230.9,4081.366666666667,231.50833333333333,1634.4833333333331,3540.7000000000003,166.49166666666665,1101.2666666666669,3724.283333333333,223.49166666666667,1340.0916666666667,4056.9,1606.95,239.8,NP_001403.1,2790.7,1098.9,180.1,3574.2,1749.7,173.1,2528.0,953.8,147.4,2749.9,1030.2,152.6,1916.1,668.0,97.5,bla1587,1982.4527777777778,0.9931059744160333,0.0030044054337215738,1602.8194444444446,0.8201372863972908,0.08611344306232005,1762.6222222222223,0.8991901537849432,0.04614845731358051,1.0074036118898195,0.010641808677914479,,0.8144890590284541,-0.2960327756226432,,0.8956944714992702,-0.15892139343243633,
